STORMNET_ID,SUM_pervio,SUM_ImpAcr,Pct_NEW
STMN0072401009,0.3748038,0.144601103,0
STMN0072401012,10.44927885,1.805075554,0
STMN0072401032,1.415116564,0.382230412,0
STMN0073000180,3.33187208,1.121060864,0
STMN0073000250,10.17800687,1.288969844,0
STMN0073000315,1.233346718,0.45917849,0
STMN0073000317,0.299334592,0.087999791,0
STMN0073000325,1.701730111,0.438671377,0
STMN0073000409,10.92330138,2.02971563,0
STMN0073000442,34.37273166,6.301890881,2.58145186
STMN0073000448,2.405246708,0.756160731,0
STMN0073057013,15.53109874,3.204046331,0
STMN0073057029,3.573946218,1.190399842,48.2750575
STMN0073066539,4.926609359,1.458739594,0
STMN0073075881,31.3452144,3.534582373,29.73055889
STMN0073086880,1.542561221,0.413342284,0
STMN0073086881,2.095516261,0.478300208,0
STMN0074000538,13.97853916,2.169614168,0
STMN0081400774,19.35627553,2.121870926,0
STMN0081400788,5.680353959,1.186380827,0
STMN0081400795,0.853438676,0.088667763,0
STMN0081400800,5.877496101,0.776328259,0
STMN0081400807,33.31339011,4.790155694,0
STMN0081400824,5.889406213,1.12448469,0
STMN0082054836,3.661952289,1.223408743,0
STMN0082400751,25.5617381,5.039661647,98.03433911
STMN0082400757,21.88786167,4.263904062,0
STMN0082400760,2.040036161,0.567368684,0
STMN0082400764,1.535246447,0.227242509,0
STMN0082503356,1.115429711,0.29741229,0
STMN0083078530,2.097856111,1.682784321,34.91457978
STMN0083401439,15.19278157,3.292787757,0
STMN0083401530,11.34721519,1.92753365,0
STMN0083401541,90.1605003,15.19372732,0.559064081
STMN0084401371,4.324579972,0.906187692,56.97037742
STMN0084401406,1.555191782,0.219555239,0
STMN0084401407,2.81030236,0.963105625,0
STMN0084401418,0.563497659,0.212144909,0
STMN0102402395,3.882607837,2.501584197,0
STMN0102402407,23.60079408,13.39288736,0
STMN0102402414,14.31645852,7.671685614,0
STMN0102402663,3.602645952,1.720434252,0
STMN0102402675,2.225272383,2.682203685,0
STMN0102402744,35.51374602,19.41146969,0
STMN0102402764,7.309500115,4.388451815,0
STMN0102402779,0.530985589,0.582508836,0
STMN0102402782,0.928794974,0.707435951,0
STMN0102402941,33.30057769,20.6730791,0
STMN0102402955,7.108889078,4.72244774,0
STMN0102402961,4.820989429,3.654317269,0
STMN0102403015,6.473733955,3.747966149,13.61543989
STMN0102503553,2.869714389,1.522552419,0
STMN0104403710,6.763317552,4.921007414,0
STMN0104403733,203.9814488,86.71722734,66.14726748
STMN0104403834,1.588690646,0.986799061,0
STMN0104403861,11.11768873,4.617783473,0
STMN0111055750,0.898309007,0.547395232,0
STMN0111055762,1.254377039,0.661234563,0
STMN0111062524,10.68653106,5.399315253,18.1525315
STMN0111063558,0.439215228,0.006563831,100
STMN0111067612,1.328886693,1.013002691,0
STMN0111067665,3.04424194,0.498685397,0
STMN0111067666,2.006584738,1.180803168,0
STMN0111402028,7.86725773,4.951410933,0
STMN0111402029,3.385283428,1.938946976,0
STMN0111402030,30.8299918,14.51007816,68.15136241
STMN0111402111,5.567961602,1.788906534,0
STMN0111402120,16.14287688,11.15140655,77.67163133
STMN0111402138,20.17950701,6.118451148,0
STMN0111402145,0.287721021,0.072082607,0
STMN0111402151,4.71414946,2.369512802,0
STMN0111402157,0.855969869,0.342795494,0
STMN0111402174,9.33575626,1.811372683,0
STMN0111402185,2.942668346,0.937334021,0
STMN0111402210,0.37125769,0.309892877,0
STMN0111402215,5.5521651,3.287388201,0
STMN0111402293,0.420793432,0.641599686,0
STMN0111402295,0.863381311,0.698605377,0
STMN0111402296,27.15914111,17.97935187,0
STMN0111402298,15.79582339,5.282578228,17.17390904
STMN0111402319,6.97888099,3.883118315,0
STMN0111402331,8.380624947,3.082670077,0
STMN0111402352,2.28219512,1.04303086,0
STMN0111402360,0.79281227,0.25954848,0
STMN0111402372,7.318523506,4.331354733,0
STMN0111402378,2.800180333,1.969925962,0
STMN0111402380,11.31013446,7.000757247,0
STMN0111402384,0.653791858,0.463104982,0
STMN0111402390,15.42711576,7.629150593,0
STMN0111503247,5.295016192,0.914028242,0
STMN0111503248,2.996337024,1.001243428,0
STMN0111503523,1.219981315,0.974932599,0
STMN0111503525,6.099164769,2.545836675,0
STMN0111503527,5.814900413,2.064854914,0
STMN0111503530,23.19888992,16.8630958,0
STMN0111503539,2.710470937,1.260942902,0
STMN0111503543,2.884950159,0.805942032,0
STMN0112000730,3.986486864,2.448058363,0
STMN0112000889,1.895936608,0.766764895,0
STMN0112000903,2.325287781,1.219497521,0
STMN0112000939,0.943657182,0.339506248,0
STMN0112001053,4.167806513,1.087029594,0
STMN0112001104,14.16430696,3.695128885,0
STMN0112001106,16.97502492,3.709866026,0
STMN0112001222,1.068647508,0.433124217,0
STMN0112001318,3.009447922,0.922829306,0
STMN0112001358,19.32447407,10.24850523,0
STMN0112001477,10.5862629,7.4500148,0
STMN0112001483,0.492691219,0.215183907,0
STMN0112001498,2.98169126,1.639985389,0
STMN0112001530,3.280752718,0.609386108,0
STMN0112001538,3.186458099,0.914414133,70.47253063
STMN0112001592,0.769406297,0.372787108,0
STMN0112001637,5.915373876,1.615697556,0
STMN0112001661,2.068375958,0.3633827,0
STMN0112001672,5.541721837,1.646422217,33.04709088
STMN0112001747,6.268714073,3.246966769,0
STMN0112001776,1.464290702,1.233695454,0
STMN0112001822,0.37913312,0.317182506,0
STMN0112001858,1.732207202,0.790797012,0
STMN0112002018,14.58950739,4.224986612,20.44160537
STMN0112002070,0.217437658,0.385895956,0
STMN0112002144,10.34684977,10.23751323,0
STMN0112002145,0.227542856,0.099194168,0
STMN0112002158,0.526775366,0.232870195,0
STMN0112002161,2.108060431,1.170522468,0
STMN0112002175,14.8064879,4.645938377,0
STMN0112002177,3.215555025,0.719801878,0
STMN0112002182,0.914181667,0.307950467,0
STMN0112002188,4.301459289,1.647151944,0
STMN0112002225,0.193071153,0.08223681,0
STMN0112002238,1.053079929,0.70506495,0
STMN0112054480,3.464510208,1.548245263,53.26390516
STMN0112054505,11.09950391,3.154610515,0
STMN0112054606,2.761065094,0.889394794,0
STMN0112079763,3.698997534,0.835884321,100
STMN0112091221,3.281654109,1.366557886,0
STMN0112091222,7.218700765,3.063049142,0
STMN0112094075,1.356752967,0.487310941,0
STMN0112503513,0.173490936,0.079020084,0
STMN0112508267,1.346284091,0.547515047,0
STMN0113002437,4.403312361,1.258507375,0
STMN0113003935,5.313360346,3.386628886,0
STMN0113004193,1.363570446,0.87721998,0
STMN0113053943,21.59137679,12.32429262,0
STMN0113055657,0.638871077,0.035309611,0
STMN0113095933,0.079804359,0.060657479,0
STMN0113403110,8.831181174,5.718595727,0
STMN0113403112,0.728033225,0.668345347,0
STMN0113403114,12.79087896,9.43757826,0
STMN0113403118,8.983804017,5.275148793,0
STMN0113403121,15.10441215,4.155795721,0
STMN0113403164,1.341860697,0.610193935,0
STMN0113403167,1.291713858,0.850247476,0
STMN0113403181,15.78712719,5.128470184,0
STMN0113403204,1.527119543,0.664682276,0
STMN0113403205,0.08612966,0.10629922,0
STMN0113403440,4.767028068,1.780390147,10.72174052
STMN0113403445,16.48403941,9.550622835,9.253011778
STMN0113403495,7.599680151,1.942933901,0
STMN0113403509,11.39828989,4.179860978,15.64364264
STMN0113403518,1.258482191,1.146679132,0
STMN0113403532,4.027106124,2.8579942,0
STMN0113403543,0.908561992,0.722261973,0
STMN0113403546,0.630143834,0.20325367,0
STMN0113403550,0.607587766,0.413730953,0
STMN0113403551,1.073539374,0.834552216,0
STMN0113403564,1.525725624,1.107917909,0
STMN0113403571,2.592791834,1.409045246,0
STMN0113403572,1.782032277,1.02723636,0
STMN0113403588,0.568752026,0.289334372,0
STMN0113403591,0.554386212,0.24340973,0
STMN0113403596,1.030667968,0.350651576,0
STMN0113403607,2.421440651,0.582095151,0
STMN0113403626,3.217685375,1.872806448,0
STMN0113403642,2.414182179,1.308860726,0
STMN0113403655,1.001841142,0.738764029,0
STMN0113403665,17.2424234,7.414439728,79.24739551
STMN0113510852,1.256486072,0.868573645,0
STMN0114002280,1.93399435,1.105833553,0
STMN0114002326,1.392334539,1.161967442,0
STMN0114002337,0.568599322,0.740175998,0
STMN0114002388,0.84338726,0.866982576,0
STMN0114002413,6.287179511,3.59326553,0
STMN0114002490,11.13546346,3.17589342,0
STMN0114002511,1.419296927,1.965064445,0
STMN0114002544,4.855193578,5.20501936,0
STMN0114002552,6.678781421,5.672817191,0
STMN0114002586,0.641103392,0.454553872,0
STMN0114002675,0.994478664,1.310147722,0
STMN0114002679,1.783183029,0.547330128,0
STMN0114002687,0.39024873,0.308356279,0
STMN0114002688,0.909547586,0.699683784,0
STMN0114002692,1.779182205,1.320400083,0
STMN0114002710,0.687397975,0.571511762,0
STMN0114002720,4.428773848,2.528944317,0
STMN0114002805,0.677311201,1.00280137,0
STMN0114002810,1.960835551,1.483263103,0
STMN0114002826,2.594019679,2.225895833,0
STMN0114002827,8.716294655,7.347977928,0
STMN0114002850,1.043279346,1.085862386,0
STMN0114002929,7.878379569,16.18064157,0
STMN0114002930,0.674024559,0.362038008,0
STMN0114002938,0.50474235,0.518153069,0
STMN0114002961,1.44419643,0.972297765,0
STMN0114002978,2.12606573,1.435038707,0
STMN0114002994,0.696583859,1.26960957,0
STMN0114003020,18.63226502,9.102680961,0
STMN0114003029,0.314079693,0.569762743,0
STMN0114003033,10.05563832,3.615272742,0
STMN0114003064,3.517741427,4.449113122,0
STMN0114003086,3.180249615,2.825033294,0
STMN0114003548,3.602863271,2.436464623,0
STMN0114003595,2.451251583,1.968844235,0
STMN0114003614,0.76995343,0.535696946,0
STMN0114003682,7.267021943,4.229666153,0
STMN0114003932,0.548410103,0.443999645,0
STMN0114003957,21.10392371,8.271932775,0
STMN0114003972,2.35724861,1.254381169,0
STMN0114004017,1.31500593,0.514488236,0
STMN0114004040,0.633890727,0.484210845,0
STMN0114079484,0.610169807,0.529499492,0
STMN0114079485,20.78728029,13.91462606,0
STMN0114079488,0.535590594,0.483151863,0
STMN0114079490,2.558336874,2.799271017,0
STMN0114507338,10.96509416,9.911862464,0
STMN0121000740,4.060808285,0.768563055,0
STMN0121000785,1.320793824,0.413278645,0
STMN0121000848,3.874323274,1.643347201,0
STMN0121000860,2.292284197,0.542808336,0
STMN0121000879,1.15743761,0.483626183,0
STMN0121000930,1.067188576,0.378702473,0
STMN0121000995,4.872698197,1.473416381,0
STMN0121001071,0.142560851,0.079198362,0
STMN0121001456,1.42402553,0.481984976,0
STMN0121001716,1.778277852,0.666996835,0
STMN0121001855,5.050500345,1.919889897,0
STMN0121001904,4.878064774,2.064076963,0
STMN0121001921,0.582971726,0.228646587,0
STMN0121002015,1.597909737,1.030875227,0
STMN0121002067,6.889049192,1.722667749,0
STMN0121002163,52.34694636,16.56223263,63.41655182
STMN0121002223,3.931413506,1.21073053,0
STMN0121002253,13.62295518,3.260152825,27.98358039
STMN0121055734,18.0424543,4.265128741,0
STMN0121055961,36.86430925,10.04723597,5.158624191
STMN0121055999,1.133763462,0.528259813,0
STMN0121056031,0.946197278,0.497787429,0
STMN0121056039,4.880855257,1.886631396,0
STMN0121060481,4.660186211,1.587627234,0
STMN0121082254,13.67753647,2.620783224,0
STMN0121507936,3.550187195,0.904638979,0
STMN0121508250,11.73632837,1.679367458,0
STMN0121508260,0.85649587,0.273247481,0
STMN0122000676,31.28351334,5.390860928,0
STMN0122000807,3.939322075,0.432253033,0
STMN0122001019,17.5431017,4.928232777,0
STMN0122001020,103.0987493,12.18379911,1.665466583
STMN0122001031,0.148686358,0.119922723,0
STMN0122001057,12.24745036,1.013741005,0
STMN0122001154,1.086333277,0.797514307,0
STMN0122001246,11.10785783,2.883865712,0
STMN0122001262,0.726650643,0.510577777,0
STMN0122001278,2.298401373,0.853781462,0
STMN0122001288,22.93180279,5.610562387,0
STMN0122001323,1.643604962,0.752150136,0
STMN0122001380,2.624873018,1.014196693,0
STMN0122001470,1.108032143,0.667415428,0
STMN0122001492,16.72244829,3.454245446,0
STMN0122001610,1.747986789,0.274589683,0
STMN0122001832,6.4339342,1.701776111,0
STMN0122001833,12.09956893,2.475695393,0
STMN0122001837,0.812942754,0.598771023,0
STMN0122001867,0.067588138,0.066102519,0
STMN0122002212,5.731987432,0.993992503,0
STMN0122054752,23.40809856,5.811967318,0
STMN0122068991,3.286284046,1.197983931,69.29616129
STMN0122402007,16.84377135,2.026681738,26.49634313
STMN0122508243,6.179678649,1.94589762,0
STMN0122508244,6.918941336,1.765229086,0
STMN0123002268,0.607025971,0.366004652,0
STMN0123002312,4.238718037,1.190333991,0
STMN0123002474,11.13632372,2.572622705,0
STMN0123002534,5.098238666,0.598924917,0
STMN0123002646,0.952159202,0.430866237,0
STMN0123002764,0.661207105,0.354022826,0
STMN0123002879,7.689388895,1.814942788,0
STMN0123002885,6.244838615,1.800523187,0
STMN0123002888,0.283880351,0.268755029,0
STMN0123002890,0.913688326,0.300534605,0
STMN0123002902,3.905614546,1.573952412,0
STMN0123002944,8.553128318,2.881066671,0
STMN0123003039,8.1196345,1.846965003,0
STMN0123003080,6.136385313,1.613021179,0
STMN0123003249,22.78372182,13.74371667,28.74539917
STMN0123003589,11.47112302,6.337599862,0
STMN0123003666,2.2949326,1.917710618,0
STMN0123003760,2.630304986,1.706497075,0
STMN0123003809,0.76487226,0.519394835,0
STMN0123003880,1.98654974,1.019284966,0
STMN0123003891,3.789456587,0.928343413,0
STMN0123003954,6.183252331,2.452890715,0
STMN0123004027,14.64019081,6.253920042,13.18594028
STMN0123004109,4.534456066,2.309336426,0
STMN0123056064,11.21279038,5.161271462,70.90454201
STMN0123056142,11.78111707,5.430221942,0
STMN0123086879,0.594969313,0.315888989,0
STMN0124002224,16.25175063,3.078961121,0
STMN0124002453,12.307411,0.989573811,0
STMN0124002525,2.789474995,0.880656993,0
STMN0124002598,5.503328414,1.04792332,0
STMN0124002671,1.311797487,0.476458815,0
STMN0124002714,0.302753932,0.138713986,0
STMN0124002792,3.978169811,1.082857808,0
STMN0124003027,5.178527735,1.080806469,0
STMN0124003349,14.06478818,3.959474894,0
STMN0124003370,7.91640643,1.977485741,0
STMN0124003412,0.607200987,2.241236733,0
STMN0124003471,1.555773762,3.470987673,0
STMN0124003486,5.230831942,0.843311009,0
STMN0124003584,7.621098132,2.275733465,0
STMN0124003637,4.339807594,1.259694305,11.42954233
STMN0124003928,18.1036728,8.190090648,0
STMN0124004026,5.916382278,2.418137378,0
STMN0124072315,0.320307346,0.768520185,100
STMN0124087603,14.73051142,3.320195817,5.041333552
STMN0124509411,0.88895639,0.294440452,55.77143156
STMN0131000649,3.62098253,1.518219131,0
STMN0131000914,13.4868616,1.389607883,0
STMN0131001092,2.186138777,3.910502722,0
STMN0131001174,12.53242824,2.021397678,0
STMN0131001213,2.269721144,0.967900324,0
STMN0131001263,0.707424776,0.334189202,0
STMN0131001928,4.879974951,1.707841791,0
STMN0131002200,3.903521741,1.036611114,0
STMN0132001785,9.095567033,2.121153726,0
STMN0132061976,16.52932962,3.680883004,0
STMN0132064181,4.198199509,1.120940502,0
STMN0133002283,3.000051187,0.978550319,0
STMN0133003538,12.40606503,3.886955048,0
STMN0133078074,1.322319883,0.323380515,100
STMN0134003485,4.410688104,0.171966224,0
STMN0134003622,3.352279696,1.225737992,0
STMN0134056060,0.586532557,0.19542121,0
STMN0134056274,2.139711465,0.686394925,0
STMN0143003605,1.550879057,0.584124896,0
STMN0152001901,13.6669887,18.07006938,0
STMN0152513924,0.522679892,1.309683845,0
STMN0154061094,1.264633917,1.321307258,30.93638819
STMN0154063580,2.513362233,0.512813322,0
STMN0154063708,2.230554156,7.392602921,0
STMN0154064472,0.333880685,0.06853629,0
STMN0154066863,0.614348925,1.598194337,38.41717423
STMN0154067790,7.595234875,8.360298215,55.292911
STMN0154081264,0.956623205,1.575338806,0
STMN0154081443,28.86789028,44.72445339,0
STMN0154088993,0.05614152,0.10572971,0
STMN0154088997,1.149305604,2.320193623,0
STMN0154407949,2.269489194,4.101297292,0
STMN0154407955,1.045228268,2.325669241,28.18229263
STMN0154407962,1.359080972,2.383672889,0
STMN0154407972,0.047752917,0.081370069,0
STMN0154408011,2.041063752,1.80711232,0
STMN0154408064,3.516345059,7.333267765,0
STMN0154408067,0.322351953,0.199104682,0
STMN0154408070,4.274590318,7.540666942,0
STMN0154408073,1.554711174,3.399344272,0
STMN0154408103,65.63541694,49.33727618,100
STMN0154514735,0.463255073,1.803211452,0
STMN0154514740,1.502465433,1.520270442,0
STMN0154518188,0.851066306,1.213699775,0
STMN0161067314,0.47325272,0.684797108,0
STMN0161404722,1.281511432,0.98721507,0
STMN0161404771,0.361241244,0.44931019,0
STMN0161404775,30.23467076,12.55265697,28.47093268
STMN0161404795,0.392606873,0.702476916,0
STMN0161404801,1.667935628,1.240347312,0
STMN0161404805,6.303784529,5.708864242,0
STMN0161404810,0.105884888,0.375594346,0
STMN0161404841,1.089746021,0.736256876,0
STMN0161404845,0.868286293,0.796147337,0
STMN0161404993,0.417665288,0.373012967,0
STMN0161404994,70.83505479,59.07257639,0.346398588
STMN0161404997,1.07281323,1.208313978,0
STMN0161405107,3.885976211,4.788365011,0
STMN0161509515,5.518060719,5.06593606,0
STMN0161511381,22.56277229,14.31744311,0
STMN0161513810,0.616473895,1.121590882,0
STMN0161513813,1.658322063,1.025758842,0
STMN0161513858,2.173703127,0.225371331,0
STMN0161514363,9.266439724,6.650320969,89.40225562
STMN0163062445,3.954629484,11.55006428,26.12101769
STMN0163064561,0.254998875,0.529215596,0
STMN0163067008,1.598130635,2.364945015,0
STMN0163068710,0.115872502,0.090096186,0
STMN0163079718,1.429589991,2.17E-11,0
STMN0163091508,0.057865916,0.069379973,0
STMN0163407235,6.347776064,6.437994697,74.14462731
STMN0163407245,0.342301622,0.655216465,0
STMN0163407458,5.206633383,10.11492471,49.99471538
STMN0163407466,9.972455592,26.91309609,13.36561351
STMN0163407488,0.648697483,3.356719244,0
STMN0163407569,3.351733562,4.01231679,0
STMN0163407652,29.71826271,42.14717591,25.64504807
STMN0163407678,0.968197022,1.454082672,0
STMN0163407682,2.610500236,3.218954408,100
STMN0163407723,21.2664413,4.405132602,100
STMN0163407726,0.305692693,0.881808177,0
STMN0163407736,3.813117661,7.197421559,0
STMN0163407752,0.928919392,1.372212186,0
STMN0163407757,0.514047643,0.653666733,0
STMN0163407790,31.69507483,38.46395731,88.84066496
STMN0163407921,3.563611843,3.217453432,0
STMN0163514064,2.945536406,0.131450882,0
STMN0163514066,0.306136958,0.140779256,0
STMN0163514071,5.064545219,6.247397145,0
STMN0163514398,3.325038665,3.180311588,0
STMN0163514465,18.0144231,25.72837328,0
STMN0163515669,6.127380551,14.12205933,0
STMN0163515673,0.307807724,0.457648107,0
STMN0163515678,0.513637946,1.345583681,0
STMN0163515717,0.829911797,0.991944695,0
STMN0163515765,2.241801551,2.600035848,0
STMN0164075712,0.996408278,0.876582826,0
STMN0164076927,0.198190677,1.118784198,0
STMN0164406691,0.278393715,1.196197722,0
STMN0164406702,0.35455437,1.558844139,0
STMN0164406706,0.288965712,0.542487025,0
STMN0164406726,1.317387429,3.047850166,0
STMN0164406732,1.070269505,0.664953978,0
STMN0164406740,10.03594936,5.944629607,0
STMN0164406767,2.26007232,1.529152567,0
STMN0164406770,0.552958746,0.514451188,0
STMN0164406776,0.959929908,0.981936522,0
STMN0164406807,9.131619106,4.223991346,0
STMN0164406817,1.891753761,2.934703896,0
STMN0164406824,1.857271625,1.552312256,0
STMN0164406869,2.803356478,1.456994626,0
STMN0164406876,0.28291201,0.544731871,0
STMN0164406891,4.157562855,4.444755112,0
STMN0164406958,3.863555314,1.866234592,0
STMN0164406975,2.781999684,0.997108576,0
STMN0164406978,0.789389258,0.774629599,0
STMN0164406998,6.501093941,3.762826823,0
STMN0164407050,12.84028581,11.45312213,94.7578371
STMN0164503718,1.190005321,0.790192208,0
STMN0164503721,0.905311338,0.757047537,0
STMN0164510867,0.847263662,0.567823169,0
STMN0164514219,0.056485809,0.029008696,0
STMN0171004312,0.82944213,0.557714193,0
STMN0171004339,0.758693779,0.710308035,0
STMN0171004442,5.878922416,3.534759264,0
STMN0171004502,2.319313354,2.192214499,0
STMN0171004729,2.027074532,2.198584544,0
STMN0171004762,1.581843492,1.951396664,0
STMN0171004915,0.785587997,1.141953051,0
STMN0171005004,0.35940867,0.57707916,0
STMN0171005067,2.837883942,7.884651012,0
STMN0171005211,1.56304351,2.389490706,12.14405882
STMN0171005215,2.178470016,3.463503704,0
STMN0171005494,20.17037877,23.85505746,0
STMN0171005551,0.58838241,0.609330491,0
STMN0171005812,4.525845522,2.842244155,0
STMN0171006749,39.45881828,48.93246024,98.49348626
STMN0171087535,0.07833776,0.315222022,0
STMN0171087544,1.141821433,0.202622277,0
STMN0171093287,1.093063824,1.840784944,0
STMN0171503650,1.04033597,2.029345245,0
STMN0171513747,1.922794392,1.780103932,0
STMN0171513762,1.812638344,1.734726251,0
STMN0171515365,0.684419118,1.505787986,0
STMN0172004358,8.686795227,4.169612671,0
STMN0172004385,1.751063417,0.539803783,0
STMN0172004441,0.883752024,0.441035496,0
STMN0172004477,11.53219886,7.436563474,0
STMN0172004536,2.635541579,0.993182576,0
STMN0172004563,11.64630367,4.425670358,0
STMN0172004635,1.114088854,0.492832693,0
STMN0172004649,1.040077389,0.677702689,0
STMN0172004725,1.956860957,1.875915502,0
STMN0172004793,0.453166953,0.607148834,0
STMN0172004856,0.339490883,0.162325085,0
STMN0172004872,0.927608783,0.821720907,0
STMN0172004879,2.208730707,1.062377691,0
STMN0172004903,11.40914124,7.199020836,0
STMN0172004916,0.554501441,0.592648917,0
STMN0172005079,0.749522859,0.685339429,0
STMN0172005150,4.084295049,1.492376913,23.13198354
STMN0172005157,23.05546759,9.67315508,1.222166921
