STORMNET_ID,SUM_pervio,SUM_ImpAcr,Pct_NEW
STMN0251411490,1.296915301,2.317246432,0
STMN0251411492,36.00932898,37.89044278,54.07302243
STMN0251411495,21.7068246,19.95354474,91.90952323
STMN0251411496,4.196809085,2.188416101,0
STMN0252011350,101.4379721,37.48190688,7.738242417
STMN0252060111,1.390807386,0.998354358,23.02053436
STMN0252063113,1.148257164,0.898079884,0
STMN0252410203,71.1510569,30.65340876,15.86368073
STMN0252410233,9.597695956,6.320079977,0
STMN0252410235,36.35362708,12.63119,0
STMN0252410258,4.177242044,1.337842666,0
STMN0252410263,0.331617407,0.412868912,0
STMN0252410270,2.016731199,1.483682899,0
STMN0252410274,3.342087895,1.518549889,0
STMN0252410289,2.572850177,1.866580201,0
STMN0252410293,9.54075765,5.54444859,0
STMN0252410324,1.51262581,0.715884152,0
STMN0252410331,2.707846945,1.418712473,0
STMN0252410365,9.117291774,5.476676687,0
STMN0252410380,0.388968554,0.446820543,0
STMN0252410399,4.948348296,2.660561406,0
STMN0252410411,16.01487968,7.779908323,0
STMN0252410419,0.308440939,0.238759276,0
STMN0252410426,47.54614552,24.33809952,0
STMN0252410454,4.517016677,4.44349342,0
STMN0252410565,13.22005516,7.672224241,0
STMN0252410693,8.381670606,1.909611768,2.332061558
STMN0252410694,0.805965355,0.214293872,0
STMN0252410739,0.103690027,0.344542275,0
STMN0252410790,31.92215325,11.57748864,22.7232525
STMN0252410810,0.242230654,0.176294717,0
STMN0252410821,1.668552402,1.05397486,0
STMN0252410822,0.023013794,0.132414583,0
STMN0252410868,7.213569399,2.965650937,0
STMN0252503734,1.286408955,0.463862608,0
STMN0252503735,1.272548843,0.486765628,0
STMN0252510006,0.96981028,0.971147989,0
STMN0252513952,0.081184874,0.217404009,0
STMN0252515247,0.343411409,0.348574359,0
STMN0252518882,0.308379338,0.076045005,0
STMN0252518883,0.373454092,0.054226025,0
STMN0253020454,2.088622564,1.395375093,0
STMN0253086932,9.158313542,2.826226866,72.09258884
STMN0253095863,3.513552449,2.994065799,0
STMN0253413823,6.032905604,2.322889485,0
STMN0253413829,1.253960661,0.677118831,0
STMN0253413833,1.888561352,1.125970683,0
STMN0253413846,1.051328684,0.799487966,0
STMN0253413882,13.80025355,13.62957206,0
STMN0253413899,68.40110878,20.02132088,0.308743957
STMN0253413922,4.279349364,2.729139766,0
STMN0253413924,1.840676742,0.946705918,0
STMN0253413937,17.40171781,26.94135799,19.50691341
STMN0253413962,4.096650912,2.717627826,76.16329534
STMN0253413982,1.702418303,2.394582766,0
STMN0253414037,3.121491716,2.143469212,0
STMN0253414047,3.055265017,0.964761754,0
STMN0253414067,1.543305401,0.369815797,0
STMN0253414073,2.179443166,0.726752708,0
STMN0253414093,23.93495207,12.66868493,0
STMN0253414118,7.593284693,4.532906685,0
STMN0253414130,0.236682755,0.144757789,0
STMN0253414137,0.981896975,0.823120121,0
STMN0253414178,2.713024745,2.598765344,0
STMN0253414184,1.506998814,1.285354666,0
STMN0253414203,4.512870403,2.163439701,0
STMN0253414243,3.91579046,2.484689857,0
STMN0253414281,9.219184174,5.930240644,0
STMN0253414289,9.904464163,6.468178944,0
STMN0253414293,3.375653074,1.742270558,0
STMN0253414309,3.866972107,3.212545558,0
STMN0253414316,0.80500789,0.638882576,0
STMN0253414320,21.45469775,8.755874332,18.46467082
STMN0253414327,2.260710027,1.098116081,0
STMN0253414336,1.552875235,1.27886744,0
STMN0253414339,1.588278136,1.400452193,0
STMN0253414345,0.28259151,0.247494644,0
STMN0253414350,1.451971273,0.724687277,0
STMN0253414367,0.948545245,0.570505996,0
STMN0253414371,13.87425032,5.87958523,0
STMN0253414384,5.746672175,3.12831436,0
STMN0253414399,4.249272238,2.344148822,0
STMN0253414413,12.65610871,6.588079522,0
STMN0253414433,2.109080961,1.993724825,0
STMN0253414448,3.181990247,1.862060034,0
STMN0253414455,1.488628807,1.020702438,0
STMN0253414462,14.26746545,7.214293351,0
STMN0253510122,2.224116641,1.873227847,0
STMN0253510186,18.67191799,9.882009322,0
STMN0253510202,21.72159719,15.60060213,47.74131765
STMN0253510214,6.052239959,3.804295594,0
STMN0253510221,7.742739763,3.859776209,0
STMN0253510236,2.329435613,1.898497904,51.79814752
STMN0253513887,9.884007789,4.456005565,0
STMN0254015249,5.215930029,2.595369518,0
STMN0254015344,7.84815006,4.593920333,0
STMN0254015391,37.21564345,17.89033808,0.542588655
STMN0254015439,2.305502543,1.033218028,0
STMN0254015553,2.125424109,1.422197991,0
STMN0254015669,2.536383175,1.322458053,0
STMN0254015707,1.703544928,0.493205353,0
STMN0254015806,3.886461162,2.435322953,0
STMN0254015925,1.451842352,1.682559138,0
STMN0254016017,0.909040902,0.984974975,0
STMN0254016093,5.344349532,1.982828148,0
STMN0254016325,0.653448499,0.627395538,0
STMN0254016522,3.746024545,1.304674628,0
STMN0254016948,1.019200992,0.733747917,0
STMN0254017253,19.31147181,8.269098138,0
STMN0254017317,10.68403789,4.638207943,0
STMN0254017364,4.743491797,0.537016189,0
STMN0254017380,0.819776075,0.600576633,0
STMN0254017616,19.70296192,16.45279891,0
STMN0254017629,1.490833106,0.629599033,0
STMN0254017682,0.602295892,0.617887068,0
STMN0254017723,0.911048824,0.735711724,0
STMN0254017763,19.03534289,9.868762196,0
STMN0254017967,1.365220051,1.110570621,0
STMN0254017989,7.546943657,3.984449464,0
STMN0254018055,1.975096138,1.086726179,0
STMN0254018299,5.220564859,3.202946446,0
STMN0254018383,49.31410759,22.10283616,0
STMN0254018409,67.6403516,29.47259812,1.874098897
STMN0254019879,1.844996361,0.512844441,0
STMN0254020190,19.42658156,6.744224294,0
STMN0254020364,5.621367933,1.814206711,0
STMN0254059702,1.255962899,0.411831186,0
STMN0254092605,2.774751426,2.418379587,0
STMN0254509799,2.109618713,0.701105403,0
STMN0254510051,1.497853007,0.968177746,0
STMN0254510066,1.65414918,0.967503211,0
STMN0254510094,8.945855961,2.409222031,0
STMN0254510099,30.11468641,13.53848347,0
STMN0254510108,0.769018578,0.434567186,0
STMN0254515792,5.277595765,0.5106991,0
STMN0261010661,12.16204063,9.785420023,0
STMN0261010934,0.921747691,0.921494447,0
STMN0261011104,15.35993546,4.581599583,0
STMN0261011436,18.75591442,14.9507088,0
STMN0261011617,1.911379134,1.8007879,0
STMN0261011933,5.91611752,4.004524595,0
STMN0261012281,0.369436198,0.701738595,0
STMN0261012324,5.00506451,0.585953775,0
STMN0261012491,2.014407544,5.076743908,0
STMN0261012499,0.236345999,0.188895358,0
STMN0261012636,0.516202884,0.515680398,0
STMN0261012658,0.448095068,0.366525462,0
STMN0261012746,0.689975016,0.769728049,0
STMN0261012983,0.370409321,0.288795262,0
STMN0261012988,5.242948739,3.481521886,0
STMN0261013114,0.928485789,0.876728903,0
STMN0261013245,0.446996405,0.218518578,0
STMN0261013472,1.069035043,1.212412225,0
STMN0261013475,3.521503281,3.242456092,0
STMN0261013537,0.868758125,0.635785113,0
STMN0261013544,29.41005901,23.36533932,0
STMN0261013551,0.333712891,0.517356431,0
STMN0261013557,1.375619397,1.227062762,0
STMN0261013610,1.14312407,1.024482038,0
STMN0261013728,12.43234126,4.468228971,0
STMN0261013812,3.642247859,2.1541391,0
STMN0261014049,4.365436276,1.284921901,0
STMN0261014824,0.867537051,0.264710268,0
STMN0261014973,25.73581474,7.999816198,0.198602279
STMN0261088980,0.368278186,0.533401335,0
STMN0261092427,0.771059809,0.460800094,0
STMN0261508456,4.638603658,2.249979716,0
STMN0261515789,4.118205533,1.45710428,0
STMN0262010379,1.401854261,0.576950964,0
STMN0262011241,0.920769921,0.475235806,0
STMN0262011370,0.44122269,0.360711482,0
STMN0262011419,15.45076896,9.961539458,0
STMN0262011513,1.334835741,0.868753454,0
STMN0262011600,0.397843372,0.239648777,0
STMN0262011632,1.02422481,1.02388212,0
STMN0262011817,2.241139022,1.707935069,0
STMN0262011862,6.985564656,4.825243526,0
STMN0262011947,0.261130659,0.281857278,0
STMN0262011979,0.653319979,0.320266644,0
STMN0262012136,4.705132799,3.424846183,0
STMN0262012258,0.309199451,0.368294913,0
STMN0262012315,19.77544425,8.207687695,0
STMN0262012344,0.409144804,0.443270603,0
STMN0262012399,1.201955501,1.079827745,0
STMN0262012410,0.802419497,0.563454385,0
STMN0262012493,4.474744165,3.015984698,0
STMN0262012538,0.573390715,0.160764134,54.48420051
STMN0262012631,0.70208891,0.451337679,0
STMN0262012652,3.961821418,3.353410012,0
STMN0262012653,0.152160795,0.12463138,0
STMN0262012668,1.042083284,1.136483026,29.83601633
STMN0262012731,11.08838536,4.035638356,0
STMN0262012739,3.589806465,2.6838692,0
STMN0262012781,0.692165415,0.493242637,0
STMN0262012807,0.714451476,0.320474439,0
STMN0262012819,0.545878071,0.649461793,0
STMN0262012912,12.20247461,7.983382298,0
STMN0262012919,0.311048523,0.365324976,0
STMN0262012932,0.912599083,0.486623294,0
STMN0262012950,6.727413553,2.821863613,0
STMN0262012952,0.481287099,0.70984731,0
STMN0262013002,3.11516492,3.367220273,0
STMN0262013011,0.401132156,0.396256715,0
STMN0262013069,0.361720586,0.465983424,0
STMN0262013078,0.339274877,0.31332861,0
STMN0262013102,0.732493793,0.9292158,0
STMN0262013193,0.686592352,0.664699865,0
STMN0262013199,1.853205018,0.608712795,0
STMN0262013259,1.92936177,2.095987366,0
STMN0262013273,2.111479049,0.122558907,0
STMN0262013322,1.478465348,1.266087313,0
STMN0262013501,0.818616454,0.628004005,0
STMN0262013589,5.9087791,0.917581613,0
STMN0262013685,8.02604776,9.554211823,37.99701164
STMN0262013802,3.606678972,3.039909604,0
STMN0262013824,0.543945829,1.134582819,0
STMN0262013945,0.668615701,0.67687934,0
STMN0262014037,4.168608235,4.017277316,0
STMN0262014052,1.50439888,1.404439353,0
STMN0262014232,3.138878986,2.738386695,0
STMN0262014249,14.975311,11.51953928,0
STMN0262014250,1.11577989,1.471359057,0
STMN0262014322,2.30115642,3.414632552,0
STMN0262014335,1.02993502,0.785021032,0
STMN0262014380,0.990091855,0.902847648,0
STMN0262014404,0.414964538,1.044124931,52.08707048
STMN0262014525,2.668574345,1.686755079,0
STMN0262014620,0.267118919,0.36994735,0
STMN0262014661,0.37462504,0.467748456,0
STMN0262014699,0.647190428,0.479004835,0
STMN0262014859,2.206448976,2.167672686,0
STMN0262014909,0.811552703,0.64174766,0
STMN0262014916,0.840790117,1.451594792,0
STMN0262096271,1.524673756,1.655844567,0
STMN0262096382,0.98566871,0.513583212,0
STMN0262508427,0.493875379,0.671552767,0
STMN0263015174,0.503493457,0.286119277,0
STMN0263015405,6.488700833,2.04964397,0
STMN0263015423,0.288187054,0.237136162,0
STMN0263015425,0.090150586,0.132316827,0
STMN0263015493,6.036444014,2.57858729,0
STMN0263015536,2.289815029,0.877069729,0
STMN0263015728,4.129858381,1.661011413,0
STMN0263015974,2.848070359,1.004867303,0
STMN0263016343,5.058328536,1.973575951,0
STMN0263016501,0.513624144,0.442218879,0
STMN0263016532,19.40030627,5.86011902,0
STMN0263016594,1.525369389,0.675888889,0
STMN0263016694,1.141358633,0.597761068,0
STMN0263017020,7.762780325,2.498020102,0
STMN0263017121,10.09471039,3.347191948,36.82499751
STMN0263017168,10.0822214,2.83870005,0
STMN0263017330,2.298755049,0.856871843,0
STMN0263017534,28.16681299,14.60569115,24.71203857
STMN0263018611,13.82135116,3.364734391,0
STMN0263019385,13.56006928,3.14766072,9.157401275
STMN0263019558,9.441530044,4.489830856,0
STMN0263019688,2.904845007,1.160260889,0
STMN0263019906,0.658928354,0.543135835,0
STMN0263019948,19.42718777,6.569487003,0
STMN0263079461,1.53143957,1.18888369,0
STMN0263508165,4.816975871,1.134045625,0
STMN0263508166,2.573501192,0.877076768,0
STMN0263508569,8.367922409,1.961076906,0
STMN0264015058,1.326228804,0.850353486,0
STMN0264015178,0.994752747,1.067423479,0
STMN0264015215,3.486931478,2.197580404,0
STMN0264015241,0.444359454,0.526257715,0
STMN0264015353,1.409571462,0.273266048,0
STMN0264015359,1.689831731,1.25461008,0
STMN0264015406,0.380139196,0.424838765,0
STMN0264015427,0.300923572,0.197058726,0
STMN0264015505,5.621709279,3.313300059,0
STMN0264015514,2.489058673,1.882324968,0
STMN0264015552,1.660729512,0.74478218,0
STMN0264015567,5.402852599,4.489656905,4.346705756
STMN0264015628,6.045538686,2.80738925,0
STMN0264015655,0.614740297,0.704786292,0
STMN0264015677,7.52821883,3.936705537,0
STMN0264015803,0.481755674,0.421511005,0
STMN0264015866,0.319611987,0.206563972,0
STMN0264015932,6.460247742,1.923119358,0
STMN0264015958,0.389428336,0.327676305,0
STMN0264015977,8.065761077,4.005434929,0
STMN0264016035,1.208338811,0.531856455,0
STMN0264016203,0.959617415,0.658784726,0
STMN0264016258,0.538202677,0.422358434,0
STMN0264016268,0.997209969,0.425703621,0
STMN0264016639,0.890792428,0.319126047,0
STMN0264017084,2.049485994,0.414143943,0
STMN0264017447,4.736416981,1.577740156,0
STMN0264017458,9.264234557,3.592072692,0
STMN0264017467,2.541613393,0.859917347,0
STMN0264017551,7.012565287,1.797259079,7.037569584
STMN0264017578,6.990776441,2.009209292,0
STMN0264017642,8.532348269,2.015290692,0
STMN0264017700,0.190432108,0.01869113,0
STMN0264017755,0.665736003,0.380302011,0
STMN0264017766,6.693985409,1.795310521,0
STMN0264017801,5.979321201,1.63181251,0
STMN0264017833,1.10023581,0.559069907,0
STMN0264017868,7.498339079,2.023513377,0
STMN0264018009,2.890780078,1.052180366,0
STMN0264018161,8.67909712,4.105989994,0
STMN0264018871,6.191161178,2.315712257,0
STMN0264018874,0.530216159,0.215915446,0
STMN0264018993,2.575892559,0.654031237,0
STMN0264018995,11.24039214,5.431135895,0
STMN0264019372,0.925090246,0.482931211,0
STMN0264019570,1.619719306,0.658504639,0
STMN0264019608,3.136851777,0.96671851,0
STMN0264019619,5.817339032,1.833891589,0
STMN0264019626,2.160079137,0.525267414,0
STMN0264019798,1.358155158,0.318102816,0
STMN0264019806,1.940894568,0.530977506,0
STMN0264019932,5.343009406,1.505162093,0
STMN0264019940,0.520004188,0.268122672,0
STMN0264019951,3.559767692,1.435645869,0
STMN0264086860,3.287514608,1.34149068,0
STMN0264086861,0.395922767,0.219169612,0
STMN0264086862,5.062205223,1.240886462,0
STMN0264086863,5.34406764,2.133830844,0
STMN0264508157,0.716759995,0.654068268,0
STMN0264508158,0.235048781,0.048145036,0
STMN0264508527,4.857637351,1.507894174,0
STMN0264508530,0.793866196,0.911657884,0
STMN0264508531,6.581336429,1.886631129,2.161076631
STMN0264508533,8.493421146,2.28134369,0
STMN0264508564,1.696059847,1.168283599,0
STMN0264509780,7.453551508,2.146562093,0
STMN0264509782,3.705954284,1.118103914,0
STMN0264509784,2.675902882,0.376522779,0
STMN0271010456,6.15276429,10.23467076,4.637680988
STMN0271010726,2.972512905,1.504311853,0
STMN0271011020,0.687024826,1.638555704,0
STMN0271011137,1.481921337,1.028712115,0
STMN0271011205,0.538067833,0.507970142,0
STMN0271011297,3.188674564,5.205322293,10.12624396
STMN0271011330,6.301579143,3.9166448,10.66717314
STMN0271011409,11.4005769,18.67320934,0
STMN0271011590,75.36556434,77.40223131,8.660167559
STMN0271011761,0.47448607,0.387846339,0
STMN0271011779,1.040591173,0.455762651,0
STMN0271011850,1.109037712,0.493484063,0
STMN0271011905,1.334958525,4.258841945,20.91592874
STMN0271011916,0.215799408,0.5487388,0
STMN0271011953,0.49368089,0.638182538,0
STMN0271012076,0.705770608,0.407010816,0
STMN0271012201,0.959266005,1.587039606,0
STMN0271012253,0.727575715,0.824771721,0
STMN0271012340,0.887050913,0.407992274,0
STMN0271012545,1.278367042,2.910570143,0
STMN0271012564,0.063008922,0.020221064,0
STMN0271012599,4.247092743,2.447101706,0
STMN0271012889,7.923387857,2.164002976,0
STMN0271012940,0.678451985,0.314772475,0
STMN0271013032,0.477366817,0.209464221,0
STMN0271013045,3.015835524,0.904155276,0
STMN0271013310,8.393359548,3.147390845,0
STMN0271013764,13.69231019,1.91676896,0
STMN0271013800,1.169680419,0.917061909,0
STMN0271013859,7.353547032,5.025409818,0
STMN0271013967,1.247487628,0.749870245,0
STMN0271014029,0.946601443,0.763740275,0
STMN0271014100,1.793190081,1.377851125,0
STMN0271014363,0.327452987,0.24539762,0
STMN0271014475,1.691338764,1.290581525,0
STMN0271014567,0.164154225,0.036190324,0
STMN0271014590,1.761654514,0.895214505,0
STMN0271014695,0.662912871,0.169827548,0
STMN0271066441,1.787565088,1.531773535,0
STMN0271081489,22.0066654,43.35358471,0
STMN0271092713,1.465293743,1.152540251,0
STMN0271092716,2.170515809,1.971176571,0
STMN0271508388,2.841796506,0.777639713,0
STMN0271508391,9.118203923,2.896971444,0
STMN0272010117,1.420021206,1.051175906,0
STMN0272010178,3.467630188,1.168285428,0
STMN0272010492,1.835778073,0.918684837,0
STMN0272010529,5.71726401,1.8240349,0
STMN0272010533,4.276986121,1.013911634,0
STMN0272010553,2.501694786,0.695716567,0
STMN0272010604,2.529392816,0.621959534,0
STMN0272010639,7.314951047,3.54981812,0
STMN0272010783,17.9944361,5.489937945,0
STMN0272011201,0.935456698,0.41568535,0
STMN0272011527,0.658323278,0.344194201,0
STMN0272011606,26.12979214,5.94313543,0
STMN0272011635,3.644876745,0.923754537,0
STMN0272011700,3.386181037,0.401742496,0
STMN0272011823,9.604951498,3.666177098,0
STMN0272012071,6.825272259,2.594006648,0
STMN0272012109,9.96143664,2.662810429,0
STMN0272012128,1.014504078,0.336431995,0
STMN0272012629,6.065208632,1.335060042,0
STMN0272012798,9.559181516,2.116679871,0
STMN0272012869,1.321261753,0.488773205,0
STMN0272013380,1.183197782,0.668925506,0
STMN0272013427,3.262900989,1.307318636,0
STMN0272071189,7.49980348,1.858136625,0
STMN0272508006,21.72086036,6.041418198,0
STMN0272508007,6.457845165,1.521402296,0
STMN0272508346,3.204650477,0.887595596,0
STMN0273014965,3.862088744,2.644753989,0
STMN0273015028,0.270483007,0.135700306,0
STMN0273015073,3.060425222,1.819858786,0
STMN0273015272,0.348201352,0.173527937,0
STMN0273015355,3.495105246,1.635925496,0
STMN0273015455,5.9740795,2.386046206,0
STMN0273015660,0.55745829,0.640310649,0
STMN0273015722,13.28657306,1.940585762,0
STMN0273016029,5.254017741,1.541570638,0
STMN0273016138,1.604482776,0.315921278,0
STMN0273016141,4.448909766,1.04410012,0
STMN0273017031,4.458104633,1.137173873,0
STMN0273017071,4.845031871,2.415393411,0
STMN0273017127,1.020705055,0.321424519,0
STMN0273017340,0.885846732,0.338674612,0
STMN0273017472,1.676449734,0.627125953,0
STMN0273017544,5.606455261,1.062541516,0
STMN0273017553,5.281521517,0.810060199,0
STMN0273017569,2.713986511,0.978115121,0
STMN0273017775,4.897571757,1.582640531,0
STMN0273018099,0.943174107,0.294312089,0
STMN0273018918,1.621064677,0.520150234,0
STMN0273019454,5.01895775,1.749733048,0
STMN0273020130,0.448876027,0.167256242,0
STMN0273508507,1.180625513,0.471237434,0
STMN0273508510,2.091968545,1.36712549,0
STMN0274015248,10.9557424,0.710654689,0
STMN0274015745,7.776490392,1.588193226,0
STMN0274015847,1.937151446,0.754923314,0
STMN0274016181,2.04955441,0.970500369,0
STMN0274016770,3.453837844,1.05859632,0
STMN0274016927,0.161955945,0.051731144,0
STMN0274017073,6.575385871,0.926503199,0
STMN0274017675,9.537419887,2.410553736,0.836958661
STMN0274017827,8.953501551,1.277318354,0
STMN0274018873,1.675797026,0.315421158,0
STMN0274019013,3.492499993,0.964824496,0
STMN0274019080,5.885479553,0.943145306,0
STMN0274019226,3.103953309,0.697544503,0
STMN0274019510,0.575245285,0.196415479,0
STMN0274019774,1.18323708,0.334058037,0
STMN0274020071,25.98054557,4.17851753,99.93639173
STMN0274086864,2.274361824,0.477715529,0
STMN0274086865,2.413707295,0.755846804,0
STMN0274508100,8.095888222,1.790271584,0
STMN0281010157,5.875022207,1.760326237,0
STMN0281010220,16.88321576,5.644729934,0
STMN0281010287,0.85743763,0.916560186,0
STMN0281010622,0.54674816,0.376653211,0
STMN0281011122,2.733686748,0.650004109,0
STMN0281011170,2.175376374,0.995802295,0
STMN0281011224,1.767996183,0.405929253,0
STMN0281011259,1.299892594,0.460815777,0
STMN0281011292,1.726626974,0.768802512,0
STMN0281011834,5.782177164,2.547444496,0
STMN0281011885,4.14877842,1.052233587,0
STMN0281012427,14.62676681,2.652193897,0
STMN0281012573,12.78351117,4.177526169,18.22026316
STMN0281012930,3.367538197,1.274071793,0
STMN0281013270,4.742649138,1.072275738,0
STMN0281013275,11.79260197,3.19477917,0
STMN0281013341,7.416124049,1.62663331,0
STMN0281013474,1.874154618,0.882530404,0
STMN0281013691,40.3340556,6.419315674,8.662442279
STMN0281014048,2.484998499,0.776519728,0
STMN0281014192,13.2617872,2.780773794,0
STMN0281014269,9.611558385,2.320578337,0
STMN0281014411,6.302995907,1.672838519,0
STMN0281066262,4.584488769,1.86658091,57.03431316
STMN0282010048,2.861763667,1.522027686,0
STMN0282010417,1.089602997,0.834058674,0
STMN0282010496,1.642154213,1.3044366,0
STMN0282010624,1.770861304,0.753486778,0
STMN0282010641,1.071801642,0.730792752,0
STMN0282010642,2.251989497,1.00936781,0
STMN0282010750,1.516102909,0.586500546,0
STMN0282010765,0.873704176,0.684030112,0
STMN0282011040,0.862803718,0.558298001,0
STMN0282011468,31.2840499,13.90697763,0
STMN0282011494,0.743604008,0.065473436,0
STMN0282011759,1.091107546,0.607127884,0
STMN0282011999,6.899171349,3.636449166,0
STMN0282012085,5.143948538,2.887936075,0
STMN0282012105,0.616396489,0.580616098,0
STMN0282012130,1.920860102,1.234520938,0
STMN0282012420,8.680340544,3.881463918,0
STMN0282012486,1.147703116,0.473912887,0
STMN0282012677,0.896662677,0.608858506,0
STMN0282012970,6.755330454,2.367267272,0
STMN0282013319,2.376702492,0.958879143,0
STMN0282013459,2.074109598,1.086243415,0
STMN0282013606,0.712652874,0.424945829,0
STMN0282013853,9.839855365,4.595969689,0
STMN0282013960,5.906631979,2.804153231,0
STMN0282014409,0.8129616,0.449967334,0
STMN0282059057,10.9549105,15.11611903,0
STMN0282062721,8.296829784,5.346021866,2.961245892
STMN0282079067,7.63425443,3.736286892,0
STMN0282081088,4.238063645,4.964715785,0
STMN0282086943,7.462822036,5.421324516,0
STMN0282089347,1.209189444,0.96027091,0
STMN0282089495,3.326241933,2.91749471,0
STMN0283015046,1.436096668,0.799524599,0
STMN0283015053,3.009815741,0.563920452,0
STMN0283015499,1.711479883,0.633928622,0
STMN0283015541,0.871361293,0.70944798,0
STMN0283015571,2.938882148,0.674827143,0
STMN0283015754,0.594527111,0.183227134,0
STMN0283015845,4.912048673,0.865526788,1.83467229
STMN0283015849,2.512242253,0.45230067,0
STMN0283016439,9.316496093,2.346918021,0
STMN0283017109,35.44207066,11.05025826,7.344408036
STMN0283017187,1.009475755,0.405270811,0
STMN0283017194,0.493908883,0.243269639,0
STMN0283017244,1.386481046,0.708927072,0
STMN0283017343,0.706897765,0.251748627,0
STMN0283017648,16.76985808,5.420182335,0
STMN0283017676,18.05394246,7.324778371,0
STMN0283017683,8.942209605,4.050422757,81.50740623
STMN0283017706,0.948937104,0.796835061,0
STMN0283017875,0.491468802,0.383567854,0
STMN0283018208,3.886398774,0.077047625,0
STMN0283018368,1.396909801,0.434213736,0
STMN0283018551,0.118909546,4.39E-11,0
STMN0283018568,6.614012111,1.894266855,3.173367036
STMN0283018675,5.15125273,1.599933081,0
STMN0283018782,4.309482848,1.270727446,0
STMN0283018922,1.181605284,0.52719328,0
STMN0283018989,1.307015372,0.456877118,0
STMN0283019078,1.978935828,0.641037863,0
STMN0283019081,24.73730598,11.14335449,1.045127083
STMN0283019443,0.762684262,0.330901448,0
STMN0283019746,15.08777519,2.871684745,0
STMN0283019897,0.865845983,0.430624881,0
STMN0283019931,45.48195939,19.50932815,1.267857178
STMN0283020072,6.782788899,3.647045261,0
STMN0283020103,11.92687756,3.003668188,0
STMN0283088277,12.2714562,5.653329318,24.1898719
STMN0283508099,3.711449549,1.079493798,0
STMN0283508482,5.394577826,1.182449987,0
STMN0284014633,2.932747062,2.09714395,0
STMN0284014844,3.373117202,5.127862634,0
STMN0284015099,0.572494649,0.318072628,0
STMN0284015316,31.70388585,12.80683788,1.579388356
STMN0284015328,8.008772702,16.0133872,0
STMN0284015356,0.909006278,0.410719271,0
STMN0284015813,2.578484525,0.360340779,0
STMN0284015865,6.902597198,3.128145898,99.09495384
STMN0284016172,4.736219137,1.70681765,0
STMN0284016280,17.87970184,4.94142876,73.08986385
STMN0284016543,11.7764829,6.118666783,0
STMN0284016562,2.30944584,0.635747481,0
STMN0284016625,84.31804274,38.79629525,3.213260324
STMN0284016896,6.441339016,1.650083671,0
STMN0284016947,22.92137061,8.737134634,1.105543668
STMN0284017630,2.168776829,0.968920684,0
STMN0284018021,28.86695749,8.902820804,2.531114079
STMN0284018233,18.25975657,9.623551862,0
STMN0284018554,13.15537162,8.205339984,1.778959836
STMN0284019167,9.125417251,4.452958119,8.983616136
STMN0284019308,8.049898758,3.14641536,0
STMN0284019614,5.789740871,3.010264029,19.77263717
STMN0284019707,6.205740623,2.686944861,0
STMN0284075727,6.521251574,2.934122248,45.05356468
STMN0291010218,2.64290375,0.996257543,0
STMN0291010352,6.276668865,2.2894696,0
STMN0291010665,58.40042803,19.3991987,1.740361286
STMN0291011157,8.525335658,2.637487337,0
STMN0291011384,5.31463997,1.362795035,5.840542659
STMN0291012053,28.36753096,10.87836002,0
STMN0291012056,21.66977562,8.244409936,16.71441126
STMN0291012100,0.911541739,0.512648409,0
STMN0291012412,3.380717878,0.92964073,0
STMN0291012588,2.998288705,1.517561073,0
STMN0291012704,2.307566269,0.774531357,0
STMN0291511639,20.78307894,14.84932689,68.98187508
STMN0292010095,2.092322049,0.1542405,0
STMN0292010124,4.125730419,1.146684618,58.79635003
STMN0292010180,5.834669441,1.922868527,0
STMN0292010181,3.809080603,1.569722544,0
STMN0292010202,0.474669678,0.154499185,0
STMN0292010277,10.72438854,4.829342962,0
STMN0292010412,6.542236702,3.667232702,0
STMN0292010422,9.228100817,3.127120494,0
STMN0292011705,0.422178022,0.368366089,0
STMN0292011800,7.69566143,2.8369327,0
STMN0292012430,14.70795261,5.776767989,7.1760516
STMN0292012482,37.01209548,17.95407587,0
STMN0292012555,14.4690355,7.644532986,1.044603344
STMN0292012607,52.71187831,27.88926141,0.235727734
STMN0292012647,0.383340676,0.300270079,0
STMN0292012683,4.666941257,2.678580871,0
STMN0292012801,1.215114522,0.874330057,0
STMN0292013074,2.722586564,1.298461931,0
STMN0292013379,41.08571125,49.86579161,12.36917989
STMN0292014365,0.483169195,1.684922991,0
STMN0292014391,29.65367822,26.45337942,70.35134931
STMN0292076307,5.006461919,3.44571305,0
STMN0292095449,1.119344333,0.009468934,0
STMN0292505230,4.164708323,1.703020162,0
STMN0293016090,1.784768073,8.913674147,2.804135348
STMN0293016317,7.551448488,25.13160799,0.091790314
STMN0293016925,3.470443594,11.55808869,0
STMN0293017062,1.467007547,4.615238538,0
STMN0293017088,0.063342533,0.718489799,0
STMN0293017210,28.03898445,12.85731244,10.97894524
STMN0293017344,0.800341308,4.217593962,0
STMN0293017455,0.728165127,2.957169972,0
STMN0293017635,0.281513567,0.321652871,0
STMN0293017655,1.278852319,0.709652943,0
STMN0293508049,0.240936568,0.838430403,100
STMN0294014512,0.034830016,0.191113313,0
STMN0294014566,1.654327569,4.599117316,0
STMN0294014632,3.057046759,2.676666562,0
STMN0294014874,17.51176552,25.60701068,0
STMN0294015396,27.29843152,61.34090163,7.547409262
STMN0294015492,1.202854355,0.023393474,0
STMN0294017092,19.78988281,23.8725669,0.343543253
STMN0294017992,0.471889815,0.85978892,0
