STORMNET_ID,VDOT Length,Easement Length,Total Conveyance Length,County Area,County Area Impervious
STMN0892475445,0,624.02,624.02,6404.07,223.52
STMN0892475452,0,328.09,474.84,1708.07,0
STMN0892475462,63.63,267.44,339.98,0,0
STMN0892475464,56.72,188.96,257.54,4983.04,0
STMN0892475468,102.14,229.76,283.81,4325.74,0
STMN0892475478,246.97,219.8,557.73,658.49,0
STMN0892475488,0,315.35,477.27,784.98,0
STMN0892475573,1109.19,2330.64,3438.91,751.16,5.09
STMN0892475597,1881.07,534.7,2506.28,0,0
STMN0892475600,0,100.68,127.79,0,0
STMN0892475706,158.87,85.94,339.7,13112.56,184.25
STMN0892503846,142.55,92.21,274.31,0,0
STMN0892510906,162.73,643.59,914.9,0,0
STMN0893482694,374.05,496.13,884.71,12649.42,1577.63
STMN0893482703,368.65,252.13,853.52,3560.2,0
STMN0893482707,5879.99,2927.15,10732.7,0,0
STMN0893482717,39.22,92.02,139.17,771.73,0
STMN0893482721,291.09,79.07,458.98,5182.13,0
STMN0893482728,74.49,10.33,89.84,317.79,3.26
STMN0893482730,81.12,581.42,675.42,0,0
STMN0893482740,0,1107.74,1264.97,5169.4,48.6
STMN0893482777,1.18,265.97,529.2,0,0
STMN0893482779,234.45,397.21,650.73,0,0
STMN0893482793,294.8,181.64,593.82,0,0
STMN0893482800,143.39,153.38,295.76,0,0
STMN0893482810,2780.43,1826.06,5534.59,0,0
STMN0893482841,227.16,552.3,1126.07,0,0
STMN0893482843,0,131.73,131.73,0,0
STMN0893482848,0,174.63,177.3,0,0
STMN0893482854,306.1,2884.93,3243.88,852.47,0
STMN0893482860,78.31,97.97,181.52,0,0
STMN0893482865,1038.4,548.29,1465.11,0.88,0
STMN0893482873,195.95,506.65,704.99,13440.48,24.83
STMN0893482876,402.84,184.79,921.91,5886.16,0
STMN0893482892,51.64,661.31,759.04,145.25,0
STMN0893482894,128.18,347.46,479.85,446.81,0
STMN0893482907,671.1,302.85,1114.46,63.39,0
STMN0893482908,325.21,444.92,767.16,5511.03,224.08
STMN0893482909,532.51,414.82,910.55,0,0
STMN0893482916,0.33,130.14,132.78,0,0
STMN0893482918,10.58,130.35,142.32,528.89,34.58
STMN0893482992,10.24,63.41,128.88,6568.78,30.88
STMN0893483000,9.25,45.85,167.35,2166.19,0
STMN0893483101,796.24,1424.13,2471.75,0,0
STMN0893483164,1834.04,599.97,2908.75,0,0
STMN0893483173,0,305.07,305.07,6358.97,0
STMN0893483175,5.78,124.51,128.46,195.42,0
STMN0893483178,17.69,0,166.47,15858.62,0
STMN0893483220,0,499.44,705.72,4272.84,0
STMN0893483260,3299.98,5860.8,10242.04,0,0
STMN0893483322,313.82,331.66,642.61,4966.24,0
STMN0893483346,213.04,417.07,628.56,11887.08,22.82
STMN0893511101,0,565.31,659.28,6030.29,334.43
STMN0894051524,0,163.68,163.68,8.68,2.97
STMN0894482042,21.99,241.24,275.2,0,0
STMN0894482050,610.66,872.22,1727.97,1.35,0
STMN0894482057,35.95,85.49,221.46,0,0
STMN0894482065,43.05,90.77,159.27,6837.75,0
STMN0894482066,1120.54,2412.27,3705.59,0,0
STMN0894482069,3.93,174.55,180.7,0,0
STMN0894482076,43.41,151.85,225,23003.97,9.19
STMN0894482078,0,155.84,158.54,0,0
STMN0894482079,84.51,148.3,238.65,0,0
STMN0894482085,0,173.2,173.2,0,0
STMN0894482090,749.3,343.3,1528.23,2468.94,0
STMN0894482092,99.03,270.31,465.85,8231.39,0
STMN0894482094,451.19,616.19,1407.42,66549.51,1529.28
STMN0894482103,454.02,355.44,900.2,16589.83,1.37
STMN0894482105,503.91,406.41,976.26,78875.12,7956.23
STMN0894482112,0,285.85,371.68,4948.72,0
STMN0894482119,0,111.5,114.43,0,0
STMN0894482131,576.52,1472.47,2461.1,0,0
STMN0894482140,0,1159.98,1159.98,0,0
STMN0894482142,18.96,102.02,215.46,1590.62,0
STMN0894482167,3.19,81.36,87.82,0,0
STMN0894482189,0,137.68,174.89,306.67,0
STMN0894482206,0,41,269.28,0,0
STMN0894482207,0,411.66,411.66,0,0
STMN0894482218,0,90.85,141.21,0,0
STMN0894482220,39.03,677.67,825.68,0,0
STMN0894482221,49.76,635.07,684,2308.27,0
STMN0894482228,0,29.23,160.25,2932.39,0
STMN0894482234,0,281.56,360.92,0,0
STMN0894482236,946.67,391.85,1793.23,0,0
STMN0894482242,0,764.69,873.69,7002.43,434.19
STMN0894482249,101.49,852.2,1064.23,0,0
STMN0894482262,0,194.22,266.85,4348.95,0
STMN0894482314,632.83,1089.56,1799.07,34668.97,280.7
STMN0894482337,656.39,672.71,1550.82,4709.68,780.77
STMN0894482405,717.08,200.01,1497.36,0,0
STMN0894482412,500.27,456.91,1223.47,493.41,0
STMN0894482432,0,327.83,327.83,17164.98,0
STMN0894482433,0,260.82,260.82,0,0
STMN0894482437,62.08,263.11,448.24,0,0
STMN0894482450,0,561.84,561.84,0,0
STMN0894482453,0,31.62,31.62,0,0
STMN0894482459,0,127.45,127.45,0,0
STMN0894482464,281.47,1744.12,2164.29,8935.16,264.69
STMN0894482489,0,302.5,302.5,0,0
STMN0894482583,558.45,720.36,1385.6,0,0
STMN0894482591,0,123.51,136.14,0,0
STMN0894482632,949.74,1524.05,2692.84,0,0
STMN0894482649,0,0,59.32,0,0
STMN0894482656,0,6.81,173.23,0,0
STMN0894482661,0,12.21,12.21,0,0
STMN0894482689,191.75,2044.34,4860.22,0,0
STMN0894505073,0,180.77,371.25,17952.87,0
STMN0901474646,0,197.74,348.16,6907.74,309.36
STMN0901474647,0,51.3,127.81,0,0
STMN0901474655,59.69,0,130.19,235291.69,27.29
STMN0901474658,56.65,4.85,100.58,86537.74,0
STMN0901474665,1132.79,1909.57,4795.73,0,0
STMN0901474668,691.14,2122.14,4603.3,0,0
STMN0901474694,919.96,3804.46,4983.17,245.23,0
STMN0901474787,1026,3259.2,4601.93,16602.09,0
STMN0901474817,82.12,127,1281.98,0,0
STMN0901474831,0,481.12,548.93,0,0
STMN0901474851,103.2,968.83,1577.02,0,0
STMN0901474926,2057.33,314.78,3248.73,45091.67,378.78
STMN0901474930,423.69,2850.32,4844.16,249.9,0
STMN0901474952,451.4,297.99,1369.61,0,0
STMN0901475001,700.34,1296.48,3437.59,1107.35,0
STMN0901512633,0,159.97,5675.87,13869.82,229.67
STMN0901512652,0,14.05,206.35,810.97,0
STMN0901512681,0,341.68,697.4,25064.57,0
STMN0901512682,0,696.67,1236.27,2102.47,152.52
STMN0901512683,0,547.52,946.02,2259.47,0
STMN0902068208,5651.94,7090.39,25980.88,0,0
STMN0902075890,0,0,53.88,0,0
STMN0902474036,53.15,167.26,220.39,0,0
STMN0902474039,0,221.94,347.09,0,0
STMN0902474054,1106.91,1677.48,7237.14,0,0
STMN0902474105,0,14.87,255.95,0,0
STMN0902474164,12241.82,9534.52,50222.81,59468.91,823.73
STMN0902474168,438.52,1041.7,2553.51,0,0
STMN0902513133,139.14,0,259.98,0,0
STMN0903077847,351.76,976.75,1452.87,25817.21,0
STMN0903481839,0,80.32,196.39,2784.21,0
STMN0903481856,118.5,736.99,854.31,105014.44,0
STMN0903481869,537.12,532.88,1116.28,0,0
STMN0903481870,1135.14,5560.33,10023.67,771028.42,104073.55
STMN0903481880,1518.22,531,2118.06,0,0
STMN0903481881,342.36,202.37,662.78,0,0
STMN0903481894,3910.4,1587.5,5855.09,5303.54,0
STMN0903481920,18.23,154.84,170.53,0,0
STMN0903482029,3498.76,301.62,4204.16,0,0
STMN0904481448,0,1657.56,4353.69,0,0
STMN0904481449,8043.04,11906.93,27842.45,136874.52,62277.36
STMN0904481460,475.51,3585.45,4710.96,0,0
STMN0904481464,258.11,84.26,426.78,0,0
STMN0904481533,465.81,164.95,694.59,3274.52,0
STMN0904481536,37.1,139.02,213.59,3372.14,31.58
STMN0904481556,31.53,172.4,212.23,27592.76,528.42
STMN0904481557,379.53,801.32,1291.25,12089.73,0
STMN0904481567,38.21,79.86,190.64,374.09,0
STMN0904481570,38.55,173.07,219.31,572.58,0
STMN0904481584,631.04,404.19,1039.72,49.05,0
STMN0904481609,10093,6015.72,20641.7,0,0
STMN0904481613,0,238.16,238.16,0,0
STMN0904481647,219.99,910.53,1373.38,0,0
STMN0904481650,5491.39,1577.2,8347.47,0,0
STMN0904481691,0,878.98,878.98,0,0
STMN0904481742,0,79.13,165.99,0,0
STMN0904481757,1286.93,1061.7,3326.3,31645.05,1.93
STMN0904481769,252.18,750.19,1115.9,21631,0
STMN0904481774,10.6,247.52,267.98,722.24,0
STMN0904481779,0,548.58,595.52,12584.86,0
STMN0904481832,79.68,2730.99,2958.24,30353.32,0
STMN0904481833,1187.18,1107.6,2647.99,93666.18,781.57
STMN0904481834,1154.25,8279.76,11636.85,23522.92,1475.4
STMN0904481837,77.03,2333.8,2675.91,0,0
STMN0911473126,821.28,45.73,853.88,0,0
STMN0911473127,1269.07,5567.08,11482.06,316294.88,8959
STMN0911473479,10988.96,21576.79,44429.73,849034.61,44110.27
STMN0911473671,67.35,858.36,1391.4,3395.11,0
STMN0911473730,0,215.37,268.42,0,0
STMN0911473735,80.79,364.61,681.81,14247.25,0
STMN0911473746,0,975.64,1155.77,0,0
STMN0911473750,0,0,178.31,0,0
STMN0911473759,0,116.46,235.48,0,0
STMN0911473768,0,559.2,1569.43,0,0
STMN0911473770,765.04,1704.61,3312.38,0,0
STMN0911473827,0,15.34,65.87,0,0
STMN0911473834,0,178.65,467.33,0,0
STMN0911473838,0,123.7,123.7,0,0
STMN0911473841,0,54.98,114.83,721.56,0
STMN0911473843,0,68.45,72.75,3315.14,0
STMN0911473850,0,503.57,503.57,31556.94,76.47
STMN0912072610,243.91,458.55,683.21,21084.95,0
STMN0912072819,111.59,39.91,203.41,0,0
STMN0912078427,1263.44,785.01,2416.93,0,0
STMN0912078436,0,2.62,522.42,0,0
STMN0912091108,0,907.14,1200.73,0,0
STMN0912472458,2016.23,4913.09,16387.63,0,0
STMN0912472460,0,152.3,152.3,0,0
STMN0912472476,560.96,3410.66,6349.48,1572.65,0
STMN0912472549,169.01,1092.56,1634.17,115927.28,87.7
STMN0912472551,15.58,41.73,47.63,1561.02,0
STMN0912472556,81.42,125.28,207.51,347.48,0
STMN0912472755,771.96,735.57,3055.28,0,0
STMN0912472823,2540.54,1427.62,3474.99,0,0
STMN0912472851,0,0,0,0,0
STMN0912472861,635.74,640.84,1594.48,0,0
STMN0912473006,1080.73,5042.09,7381.6,0,0
STMN0912473009,0,288.5,339.47,0,0
STMN0912473079,0,340.52,340.52,0,0
STMN0912515370,0,1486.22,1706.62,0,0
STMN0912518983,3601.91,1304.69,9649.41,0,0
STMN0912518993,46.8,43.58,87.57,0,0
STMN0912519003,516.35,5867.58,7883.67,0,0
STMN0912519039,965.2,1597.75,2523.83,24404.53,0
STMN0912519098,0,2307.96,2942.72,0,0
STMN0912519131,1976.66,3278.71,15497.93,0,0
STMN0912519138,0,1339.99,1648.59,0,0
STMN0912519176,0,328.37,483.21,0,0
STMN0912519183,0,767.63,829.95,0,0
STMN0913076315,255.47,0,312.38,0,0
STMN0913076334,0,126.36,132.28,0,0
STMN0913480753,1939.35,337.43,2234.57,0,0
STMN0913480772,0,0,279.13,542316.33,5117.01
STMN0913480778,2050.09,3886.14,12252.02,2426.48,622.73
STMN0913480799,0,0,160.09,363661.34,4886.4
STMN0913480839,107.11,252.36,386.77,1204.29,0
STMN0913480847,705.05,1162.3,2502.12,48781.66,1003.9
STMN0913480859,0,933.73,1627.88,0,0
STMN0913480874,26.19,799.75,880.72,0,0
STMN0913480885,0,77,77,0,0
STMN0913480887,381.72,50.89,544.68,0,0
STMN0913480890,450.43,303.46,941.62,0,0
STMN0913480894,0,635.41,1416.64,0,0
STMN0913480895,0,313.63,322.01,0,0
STMN0913480901,0,200.57,200.57,0,0
STMN0913480914,0,221.52,221.52,0,0
STMN0913480921,0,316,437.03,48729.89,2389.21
STMN0913480942,0,596.94,596.94,0,0
STMN0913480969,150.06,1160.4,2281.6,0,0
STMN0913481011,236.81,1297.41,1584.12,0,0
STMN0913481029,0,775.95,775.95,0,0
STMN0913481034,0,212.24,430.63,0,0
STMN0913481038,0,186.79,216.2,0,0
STMN0913481058,0,343.24,350.35,0,0
STMN0913481065,0,623.72,871.23,0,0
STMN0913481095,415.48,201.75,629.54,0,0
STMN0913481105,0,1148.13,1315.03,0,0
STMN0913481107,0,194.01,194.06,0,0
STMN0913481333,296.29,1595.72,2127.13,0,0
STMN0913481341,49.37,1715.19,2003.84,0,0
STMN0913481380,204.98,1320.18,1766.26,0,0
STMN0913481408,0,237.36,362.29,0,0
STMN0913481424,228.65,71.89,669.89,0,0
STMN0913506576,0,367.2,367.2,0,0
STMN0914087554,0,0,253.88,0,0
STMN0914087558,0,0,2235.76,0,0
STMN0914480094,0,1299.59,1299.59,0,0
STMN0914480101,1547.07,4534.72,8676.11,0,0
STMN0914480123,0,133.72,572.93,0,0
STMN0914480125,473.18,421.29,1307.99,0,0
STMN0914480135,375.62,432.97,820.04,0,0
STMN0914480140,50.74,622.77,689.48,0,0
STMN0914480206,0,727.13,727.13,0,0
STMN0914480211,0,1417.45,1417.45,277.53,0
STMN0914480230,0,137.52,190.92,0,0
STMN0914480233,0,173.79,301.64,0,0
STMN0914480245,298.84,783.87,1276.87,0,0
STMN0914480256,0,340.16,340.16,0,0
STMN0914480257,0,280.51,280.51,0,0
STMN0914480380,0,754.33,765.88,90.45,0
STMN0914480460,0,0,718.03,0,0
STMN0914480467,0,0,210.01,0,0
STMN0914480471,2294.43,1860.16,5234.1,0,0
STMN0914480556,728.31,2379.72,3318.66,0,0
STMN0914480641,924.34,1224.26,2406.86,0,0
STMN0921069240,0,41.1,937.76,17513.56,5108.01
STMN0921471961,4.08,199.32,208.88,4393.18,0
STMN0921471992,4492.16,1799.82,7448.73,240560.79,19527.14
STMN0921472076,617.85,992.21,2066.41,500714.15,0
STMN0921472243,2323.56,3537.2,7840.51,923.29,0
STMN0921472412,89.03,414.76,503.75,515.5,0
STMN0921472417,38.07,129.39,172.87,0,0
STMN0921506654,0,0,1134.48,206841.24,99175.84
STMN0921518988,0,1456.87,1456.87,0,0
STMN0921519170,0,0,1658.83,0,0
STMN0922081661,871.28,519.59,1982.6,95646.26,0
STMN0922471628,110.64,95.3,269.52,0,0
STMN0922471805,587.44,1802.61,2420.28,72404.95,2600.02
STMN0922471875,2883.66,3762.25,7971.19,483528.1,24390.97
STMN0922471922,74.39,106.1,215.92,62789.6,143.09
STMN0923479970,4575.92,7278.06,13408.52,192271.1,3234.26
STMN0923479980,765.12,383.6,1350.46,81008.83,0
STMN0923479984,1839.01,2628.23,5164.72,7384.04,123.13
STMN0923479988,2795.52,7089.31,11753.07,0,0
STMN0923479992,1829.77,2074.4,5901.72,8154.85,0
STMN0923480011,0,159.87,339.22,5168.89,0
STMN0923480015,0,190.38,352.59,1915.13,0
STMN0923480017,0,127.94,127.94,255.37,0
STMN0923480021,0,372.33,427.93,453.03,0
STMN0923480027,1063.14,743.27,1849.64,7997.01,0
STMN0923480036,120.38,486.78,600.63,67014.96,0
STMN0923506684,1999.46,3463.86,8095.88,24818.61,0
STMN0924075331,175.06,288.04,630.78,0,0
STMN0924083823,0,105.19,107.1,0,0
STMN0924083830,0,802.19,802.19,0,0
STMN0924479365,0,0,550.06,0,0
STMN0924479404,0,0,1171.59,18060.14,2390.78
STMN0924479469,222.86,5472.93,7495.51,61045.62,4452.79
STMN0924479470,4062.07,7297.88,13422.84,65322.58,6085.26
STMN0924479476,0,0,438.29,1155.77,0
STMN0924479501,0,73.28,103.79,0,0
STMN0924479679,0,200.12,298.25,0,0
STMN0924479680,388.71,140.48,532.87,0,0
STMN0924479684,2.92,75.17,85.49,0,0
STMN0924479685,0,45.67,50.3,0,0
STMN0924479723,466.17,519.18,1096.43,0,0
STMN0924479725,76.45,0,882.32,6781.92,551.49
STMN0924479927,371.94,1294.95,3005.82,0,0
STMN0924479945,3604.47,1984.51,7254.92,0,0
STMN0924515393,85.41,0,1690.18,29107.31,13609.31
STMN0931094015,0,291.38,1791.65,0,0
STMN0931470793,42.71,95.01,149.82,0,0
STMN0931470848,1056.37,578.16,2311.92,0,0
STMN0931470860,131.05,215.73,480.39,0,0
STMN0931470962,44.4,28.91,1868.92,0,0
STMN0931471031,18225.78,7792.41,41156.73,277919.06,3004.92
STMN0931471246,2398.46,1124,10194.74,0,0
STMN0931471254,39.92,167.34,259.58,0,0
STMN0932075430,0,55.06,55.06,0,0
STMN0932088494,44.38,134.28,427.54,0,0
STMN0932092290,965.63,61.75,1078.69,0,0
STMN0932470197,59.55,217.71,581.29,0,0
STMN0932470282,50.04,221.73,409.91,0,0
STMN0932470286,0,8.03,8.03,0,0
STMN0932470293,6.28,174.21,224.3,0,0
STMN0932470294,0,33.09,69.94,0,0
STMN0932470298,60.55,0,576.78,8174.06,409.96
STMN0932470307,113.25,343.23,2057.21,676783.12,4849.72
STMN0932470310,0,201.39,201.39,0,0
STMN0932470319,0,380.92,396.14,0,0
STMN0932470329,3.03,153.68,207.82,0,0
STMN0932470359,0,2019.78,2181.91,0,0
STMN0932470360,151.57,24.2,640.53,144943.87,1143.01
STMN0932470361,3.33,0,92.17,0,0
STMN0932470362,48.94,204.48,313.79,0,0
STMN0932470430,3666.37,200.38,3867.81,0,0
STMN0933059601,0,72.6,219.65,0,0
STMN0933075355,3659.47,10599.34,18102.17,0,0
STMN0933091896,45.64,0,214.91,0,0
STMN0933478811,1858.53,6791.2,15805.6,123620.96,0
STMN0933478971,259.27,199.88,502.75,0,0
STMN0933478977,2660.75,0,2700.08,0,0
STMN0933479037,0,1558.67,1650.65,0,0
STMN0933479096,72.61,348.03,415.01,0,0
STMN0933479100,19.04,244.55,250.21,0,0
STMN0933479103,47.53,375.59,414.81,0,0
STMN0933479279,139.47,222.61,401.15,0,0
STMN0934478380,781.41,951.36,1765.44,0,0
STMN0934478539,2303.46,583.43,2872.94,4666.3,87.9
STMN0934478573,224.99,213.81,440.29,0,0
STMN0934478583,3400,2363.68,6528.84,88.98,0
STMN0934478613,235.14,400.47,637.05,1950.82,0
STMN0951491671,0,118.89,651.83,0,0
STMN0951491698,0,21.97,745.73,0,0
STMN0951491701,0,36.84,164.25,0,0
STMN0951491724,0,302.26,1580.84,0,0
STMN0953497699,0,943.21,1364.56,0,0
STMN0963497678,0,378.05,877.71,0,0
STMN0971490918,324.7,378.29,684.11,0,0
STMN0971490930,572.88,866.04,1285.55,0,0
STMN0971490932,0,0,566.77,1642102.15,178571.25
STMN0971490935,276.44,705.52,1078.24,77.21,0
STMN0971490938,117.26,99.85,207.99,0,0
STMN0971490948,66.69,123.14,194.35,0,0
STMN0971490961,312.84,706.55,1045.26,0,0
STMN0971490969,73.68,126.37,294.86,2999.56,0
STMN0971490973,540.49,264.45,792.97,103167.09,6068.46
STMN0971490974,514.42,236.5,726.38,64303.43,0
STMN0971490976,1424.23,1141.65,3261.16,0,0
STMN0971490986,823.14,1023.95,1963.31,43303.26,287.02
STMN0971490990,14.86,230.61,241.76,0,0
STMN0971490998,0,15.95,15.95,0,0
STMN0971490999,2400.6,2410.98,5042.82,0,0
STMN0971491001,11.34,88.17,153.36,0,0
STMN0971491004,888.45,258.37,1245.2,0,0
STMN0971491015,639.38,752.16,1409.44,0,0
STMN0971491021,444.77,441.72,1156.46,25614.71,63.01
STMN0971491030,271.31,291.85,534.53,0,0
STMN0971491149,174.53,133.8,542.6,1315.78,0
STMN0971491213,857.67,579.49,1495.15,0,0
STMN0971491222,185.79,472.01,651.75,14123.92,0
STMN0971491225,104.76,218.75,382.96,0,0
STMN0971491235,193.01,524.8,817.8,150.69,36.17
STMN0971491318,101.57,168.38,324.57,2300.72,0
STMN0971491322,4.3,388.45,400.17,12064.4,1293.38
STMN0971491336,292.04,361.6,743.87,0,0
STMN0971491352,534.06,439.9,979.64,0,0
STMN0971491358,0,161.38,391.03,5238.97,509.79
STMN0971491372,0,0,1639.01,453021.38,112188.03
STMN0971491390,20.86,126.37,132.11,0,0
STMN0971491393,69.87,738.15,813.59,0,0
STMN0972082083,122.31,103.29,589.77,2066.02,3
STMN0972490379,368.3,412.41,839.35,1303.92,0
STMN0972490380,615.46,190.37,914.05,14229.92,695.71
STMN0972490393,1355.84,878.68,2059.41,0,0
STMN0972490412,1061.69,593.23,2192.57,0,0
STMN0972490435,210.6,1930.19,3770.37,124042.75,1318.4
STMN0972490441,4.51,275.63,288.13,0,0
STMN0972490456,37.76,234.69,291.97,0,0
STMN0972490464,342.51,217.44,752.54,0,0
STMN0972490466,62.35,154.16,283.15,0,0
STMN0972490472,48.08,753.28,831.72,1003.81,0
STMN0972490489,32.19,623.33,702.38,0,0
STMN0972490496,65.77,735.06,924.06,0,0
STMN0972490506,123.76,206.01,323.85,0,0
STMN0972490510,1364.11,3646.03,5352.81,0,0
STMN0972490513,13.86,154.54,164.51,0,0
STMN0972490532,0,364.51,364.51,78.94,0
STMN0972490536,0,425.87,425.87,1435.46,0
STMN0972490541,807.41,1618.26,2338.43,0,0
STMN0972490543,0,333.33,333.33,2755.14,0
STMN0972490548,0,840.95,840.95,1081.53,0
STMN0972490550,0,784.74,784.74,0,0
STMN0972490569,75.26,153.08,230.9,747.47,0
STMN0972490571,543.23,566.34,978.97,4299.47,0
STMN0972490578,164.88,524,673.39,10264.57,580.13
STMN0972490582,53.12,100.65,173.18,8389.11,961.83
STMN0972490613,678.96,644.49,1936.23,0,0
STMN0972490619,8.04,170.23,173.28,0,0
STMN0972490673,185.01,185.63,368.12,0,0
STMN0972490689,0,116.99,116.99,0,0
STMN0972490730,2.68,182.03,189.02,0,0
STMN0972490734,0,285.26,287.45,0,0
STMN0972490761,63.52,214.35,285.38,0,0
STMN0972490773,10.89,199.85,221.97,6950.35,0
STMN0972490776,14.21,71.92,117.57,0,0
STMN0972490779,11.55,72.16,84.4,0,0
STMN0972490782,0,0,0,0,0
STMN0972490788,0,803.52,997.09,0,0
STMN0972490790,634.64,1308.36,2273.16,0,0
STMN0972490808,4.51,138.82,251.24,3562.87,0
STMN0972490817,118.02,1642.69,3308.56,44257.08,2124.02
STMN0972490828,177.53,83.71,253.42,0,0
STMN0972490835,197.14,880.7,1141.21,219.16,0
STMN0972490849,418.69,198.93,667.84,1361.87,0
STMN0972490864,308.24,238.31,570.94,0,0
STMN0972490870,772.49,466.68,1238.37,0,0
STMN0972490875,17.89,18.52,92.85,2835.69,0
STMN0972490884,0,48.83,59.88,0,0
STMN0972490885,12.14,112.28,131.48,0,0
STMN0972511509,49.32,74.89,127.79,0,0
STMN0973051778,0,70.55,70.55,0,0
STMN0973051891,172.82,128.98,308.7,0,0
STMN0973074610,0.97,255.59,259.43,0,0
STMN0973074643,86.58,138.43,224.17,1277.92,0
STMN0973075315,418.3,46.49,513.73,0,0
STMN0973497252,236.12,944.07,1256.06,0,0
STMN0973497259,666.84,1394.35,2063.46,8224.02,0
STMN0973497292,3.3,246.34,257.22,0,0
STMN0973497302,88.53,214.69,405.41,0,0
STMN0973497305,81.57,168.72,253.81,0,0
STMN0973497308,10.25,132.34,148.98,0,0
STMN0973497309,417.03,240.88,836.06,0,0
STMN0973497331,1605.5,2144.82,4021.19,0,0
STMN0973497334,548.09,297.64,1158.01,0,0
STMN0973497336,57.31,43.87,94.12,0,0
STMN0973497383,45.79,162.2,200.65,0,0
STMN0973497385,13.11,107.57,113.12,0,0
STMN0973497391,113.95,524.54,769.64,0,0
STMN0973497404,353.61,199.78,561.61,0,0
STMN0973497416,74.89,48.49,236.07,0,0
STMN0973497451,7.11,213.76,229.21,0,0
STMN0973497471,1453.74,1773.61,3467.3,0,0
STMN0973497526,143.8,242.29,389.03,0,0
STMN0973497538,419.37,848.01,1295.5,0,0
STMN0973497563,183.04,599.21,785.98,0,0
STMN0974059115,753.47,449.88,1086.93,0,0
STMN0974059678,996.96,820.05,2364.71,33825.11,138.55
STMN0974496641,2104.16,1390.6,3358.95,0,0
STMN0974496653,589.24,630.51,1599.94,754.92,0
STMN0974496657,2.23,261.09,274.22,9547.32,0
STMN0974496660,121.24,219.91,395.76,0,0
STMN0974496661,134.84,722.84,1183.95,22689.81,1200.78
STMN0974496666,941.49,1170.93,2180.93,6243.73,0
STMN0974496667,86.38,212.63,315.38,5.33,0
STMN0974496671,128.01,4.48,162.21,1688.25,0
STMN0974496672,102.7,0,102.7,0,0
STMN0974496674,2895.58,1823.4,4733.6,0,0
STMN0974496676,312.67,466.38,1329.65,0,0
STMN0974496684,352.5,147.49,538.72,0,0
STMN0974496693,50.88,21.66,278.63,0,0
STMN0974496696,16.03,123.54,142.66,0,0
STMN0974496699,324.1,147.59,512.63,0,0
STMN0974496700,37.48,100.51,220.53,0,0
STMN0974496702,11.26,159.53,209.63,0,0
STMN0974496704,1183.12,356.76,1578.93,262666.72,6313.11
STMN0974496708,974.06,1392.71,3019.18,0,0
STMN0974496713,90.19,100.56,220.5,0,0
STMN0974496716,843.17,495.44,1316.86,0,0
STMN0974496720,10.57,113.67,124.78,0,0
STMN0974496724,661.65,261.91,1353.4,0,0
STMN0974496727,370.35,365.78,656.16,0,0
STMN0974496759,184.02,476.98,1862.87,0,0
STMN0974496774,944.19,700.41,2099.69,0,0
STMN0974496789,161.69,155.82,321.34,0,0
STMN0974496801,1852.95,2076.88,4457.4,21285.44,0
STMN0974496804,2379.44,2960.38,5900.34,0,0
STMN0974496872,175.03,240.89,412.57,0,0
STMN0974496886,51.45,202.55,328.96,0,0
STMN0974496893,178.89,500.74,674.04,0,0
STMN0974496896,1120.83,2151.07,3781.95,0,0
STMN0974496911,0,177.83,195.58,0,0
STMN0974496923,336.38,1999.54,2923.43,122491.57,0
STMN0974497075,0,179.92,647.61,0,0
STMN0974497103,261.89,297.76,563.84,0,0
STMN0974497106,213.67,934.79,1846.17,180447,5974.09
STMN0974497117,182.04,133.49,329.96,0,0
STMN0974497135,4.87,171.79,179.29,0,0
STMN0974497176,148.14,71.24,343.12,0,0
STMN0974497181,100.85,129.23,380.63,0,0
STMN0974497234,277.11,108.69,412.94,0,0
STMN0974497240,148.35,168.89,320.82,0,0
STMN0981073009,0,288.75,457.74,0.01,0
STMN0981488906,0,180.34,194.06,0,0
STMN0981488915,0,0,67.55,32.25,0
STMN0981488940,620.71,336.1,961.35,0,0
STMN0981488944,104.38,114.39,387.41,0,0
STMN0981488967,0,76.59,115.48,0,0
STMN0981488983,0,153.74,157.8,134.84,0
STMN0981489903,209.77,1588.96,2604.47,10341.56,208.42
STMN0981489904,85.48,332.55,451.97,289,38.06
STMN0981489907,18.09,121.69,133.13,0,0
STMN0981489911,0.55,9.31,134.69,937.96,0
STMN0981489918,328.39,167.34,525.21,0,0
STMN0981489921,0,94.7,142.86,0,0
STMN0981489931,30.03,1.92,290.62,0,0
STMN0981489934,356.14,374.02,805.09,0,0
STMN0981489937,260.55,386.53,742.26,0,0
STMN0981489942,895.94,627.38,1530.97,0,0
STMN0981489946,36.22,104.36,307.78,0,0
STMN0981489952,35.54,114.88,148.56,0,0
STMN0981489953,325.81,686.48,2391.63,0,0
STMN0981489969,891.69,562.95,3014.92,0,0
STMN0981489970,317.76,874.87,1544.58,0,0
STMN0981489974,243.69,285.07,731.47,0,0
STMN0981489976,0,95.62,197.26,0,0
STMN0981489978,750.27,579.38,1355.77,0,0
STMN0981489990,38.28,0,96.11,0,0
STMN0981489995,258.16,70.57,323.62,0,0
STMN0981489998,0,195.67,489.51,0,0
STMN0981490006,315.33,1525.75,2363.01,0,0
STMN0981490015,351.6,342.46,689.57,0,0
STMN0981490017,865.34,456.38,2184.79,0,0
STMN0981490020,47.11,485.54,535.83,0,0
STMN0981490031,300.89,419.42,771.63,0,0
