STORMNET_ID,VDOT Length,Easement Length,Total Conveyance Length,County Area,County Area Impervious
STMN0281014411,301.7,437.57,879.69,0,0
STMN0281066262,428.29,914.11,1414.75,0,0
STMN0282010048,249.97,77.51,556.62,0,0
STMN0282010417,4.46,200.93,210.66,0,0
STMN0282010496,172.95,127.92,363.43,0,0
STMN0282010624,41.42,161.68,201.99,0,0
STMN0282010641,3.79,214.55,232.47,0,0
STMN0282010642,94.83,178.61,271.96,0,0
STMN0282010750,39.1,136.89,232.43,0,0
STMN0282010765,44.96,57.9,219.78,0,0
STMN0282011040,13.7,90.68,137.65,0,0
STMN0282011468,2587.36,2396.45,5886.25,0,0
STMN0282011494,0,331.85,331.85,0,0
STMN0282011759,22.8,256.98,271.96,0,0
STMN0282011999,1140.34,531.06,2307.63,0,0
STMN0282012085,437.85,441.7,1112.02,0,0
STMN0282012105,2.26,0,168.1,0,0
STMN0282012130,255.45,378.71,633.67,0,0
STMN0282012420,167.17,754.39,917.55,0,0
STMN0282012486,0,6.04,357.98,0,0
STMN0282012677,1.24,2.85,129.96,0,0
STMN0282012970,132.24,176.62,590.41,0,0
STMN0282013319,36.06,0,379.17,0,0
STMN0282013459,39.34,104.1,251.66,0,0
STMN0282013606,52.87,100.54,251.25,0,0
STMN0282013853,0,772.69,772.69,243370.07,13986.9
STMN0282013960,711.33,682.8,1511.34,0,0
STMN0282014409,0.16,220.43,246.27,0,0
STMN0282059057,20.28,3452.76,6242.64,63366.4,6614.36
STMN0282062721,1002.99,582.48,1389.57,0,0
STMN0282079067,870.66,610.07,1981.75,0,0
STMN0282081088,1484.63,1336.5,3037.5,0,0
STMN0282086943,767.99,1552.31,2128.76,0,0
STMN0282089347,361.55,275.07,715.17,0,0
STMN0282089495,129.1,907.02,1185.88,0,0
STMN0283015046,36.11,59.72,119.17,2628.65,0
STMN0283015053,38.98,191.84,191.84,0,0
STMN0283015499,227.34,100.21,337.08,0,0
STMN0283015541,80.26,156.32,235.37,2202.77,0
STMN0283015571,238.3,137.83,638.59,0.01,0
STMN0283015754,49.46,65.65,65.65,0,0
STMN0283015845,65.2,0,75.93,0,0
STMN0283015849,0,131.56,340.79,0,0
STMN0283016439,616.94,338.14,971.02,29844.88,0
STMN0283017109,2004.39,3072.76,6051.57,0,0
STMN0283017187,0,144.44,144.44,0,0
STMN0283017194,47.94,61.19,256.98,0,0
STMN0283017244,35.34,154.04,244.39,826.33,0
STMN0283017343,10.43,129.99,138.72,0,0
STMN0283017648,858.51,1176.04,2180.69,10897.82,0
STMN0283017676,1389.63,1142.23,2908.79,244.9,0
STMN0283017683,552.52,1884.85,2439.31,12675.79,44.04
STMN0283017706,0,203.38,212.54,0,0
STMN0283017875,6.09,34.41,134.58,0,0
STMN0283018208,0,0,556.25,158646.8,466.02
STMN0283018368,43.61,289.9,324.89,0,0
STMN0283018551,0,0,52.89,5179.7,0
STMN0283018568,340.74,0,592.51,11315.61,484.62
STMN0283018675,1019.55,466.75,1919.09,6864.49,194.62
STMN0283018782,1109.26,270.21,1380.5,414.94,0
STMN0283018922,26.1,31.33,155.21,0,0
STMN0283018989,17.15,83.42,118.26,0,0
STMN0283019078,40.05,89.3,278.91,0,0
STMN0283019081,1580.67,2050.32,4094.5,0,0
STMN0283019443,0,126.88,173.19,0,0
STMN0283019746,157.07,699.17,1565.68,0,0
STMN0283019897,5.63,174.07,210.45,0,0
STMN0283019931,3882.97,2364.86,6830.21,0,0
STMN0283020072,519.74,476.95,1005.46,0,0
STMN0283020103,876.99,1160.1,2275.59,0,0
STMN0283088277,412.13,1467.12,2639.58,0,0
STMN0283508099,576.48,34.73,744.69,0,0
STMN0283508482,125.14,510.86,784.21,0,0
STMN0284014633,352.21,149.53,668.66,0,0
STMN0284014844,0,1384.36,2812.05,35302.51,721.95
STMN0284015099,25.41,254.15,267.36,0,0
STMN0284015316,1631.12,3074.66,6127.76,296210.94,59278.58
STMN0284015328,697.53,5303.25,7367.21,575.56,0
STMN0284015356,0,158.27,198.7,1028.47,0
STMN0284015813,0,405.16,413.84,44239.18,231.16
STMN0284015865,1088.13,573.66,1585.79,0,0
STMN0284016172,239.87,499.52,775.28,466.35,0
STMN0284016280,1144.42,1520.09,3921.1,0,0
STMN0284016543,828.35,1489.91,2470.1,1.25,0
STMN0284016562,43.21,90.1,214.26,0,0
STMN0284016625,5949.36,3851.09,16749.65,175510.55,16022.61
STMN0284016896,550.26,60.49,603.82,0,0
STMN0284016947,452.7,1914.21,2636.04,0,0
STMN0284017630,74.92,225.86,297.88,0,0
STMN0284018021,1300.04,1562.07,3151.49,0,0
STMN0284018233,1194.15,1274.31,2830.44,1179.73,89.88
STMN0284018554,1993.55,1225.55,3550.18,105342.25,49163.08
STMN0284019167,588.85,675.95,1404.35,954.68,23.51
STMN0284019308,408.54,308.62,1005.57,267811.52,57928.95
STMN0284019614,770.98,768.42,1601.48,608.79,2.44
STMN0284019707,258.23,693.86,1160.46,68035.07,0
STMN0284075727,150.17,650.71,1830.25,0,0
STMN0291010218,267.46,195.59,453.23,0,0
STMN0291010352,80.05,233.87,462.37,0,0
STMN0291010665,1490.05,4271.5,5820.37,260.52,0
STMN0291011157,256.78,453.1,813.17,0,0
STMN0291011384,8.58,279.11,293.45,0,0
STMN0291012053,3763.15,2372.65,6617.14,0,0
STMN0291012056,404.28,1168.52,2750.1,22062.09,460.82
STMN0291012100,0,120.05,120.05,0,0
STMN0291012412,46.91,291.05,361.55,0,0
STMN0291012588,269.07,369.52,822.27,0,0
STMN0291012704,0,172.4,172.4,0,0
STMN0291511639,1301.27,4400.63,5942.43,75249.83,12.73
STMN0292010095,49.1,169.35,213.92,3824.66,0
STMN0292010124,43.8,264.47,442.5,55476.61,0
STMN0292010180,234.59,159.26,428.15,373.75,0
STMN0292010181,224.12,142.72,577.96,1474.89,0
STMN0292010202,44.61,155.17,196.71,0,0
STMN0292010277,377.14,843.25,1680.27,0,0
STMN0292010412,180.96,298.83,538.97,4.14,0
STMN0292010422,387.96,1159,1742.49,0,0
STMN0292011705,10.18,5.23,151.03,0,0
STMN0292011800,49.99,514.71,567.93,0,0
STMN0292012430,671.69,884.92,3136.27,200492.61,1021.89
STMN0292012482,3886.79,2711.67,6977.67,87609.39,1576.47
STMN0292012555,1500.24,876.6,2394.71,9198.57,0.78
STMN0292012607,5769.68,3115.94,9247.68,61252.55,2911.09
STMN0292012647,5.51,143.57,147.32,0,0
STMN0292012683,476.85,317.62,820.05,1,0
STMN0292012801,0,324.45,333.9,0,0
STMN0292013074,311.59,367.77,705.68,0,0
STMN0292013379,4724.01,6907.62,20549.13,8371.99,4446.31
STMN0292014365,0,0,35.33,0,0
STMN0292014391,4234.19,1103.79,10794.47,0,0
STMN0292076307,0,303.1,349.46,12061.83,0
STMN0292095449,0,93.82,1059.95,0,0
STMN0292505230,58.58,92.03,302.32,14028.77,381.01
STMN0293016090,0,641.07,2563.65,4351.11,0
STMN0293016317,1516.05,1645.95,8040.57,0,0
STMN0293016925,230.22,477.99,3049.36,66494.3,0
STMN0293017062,52.62,1007.2,1297.77,6.61,0
STMN0293017088,0,0,23.13,136.51,0
STMN0293017210,1455.06,1356.11,5621.21,479397.7,90609.71
STMN0293017344,55.9,622.97,1131.67,1089.44,0
STMN0293017455,0,511.96,511.96,0,0
STMN0293017635,0,0,92.61,0,0
STMN0293017655,0,206.39,694.28,0,0
STMN0293508049,0,69.27,206.92,0,0
STMN0294014512,0,0,26.19,0,0
STMN0294014566,0,368.99,547.46,0,0
STMN0294014632,0,244.14,1728.07,0,0
STMN0294014874,1622.1,2625.23,6696.16,66071.13,3627.62
STMN0294015396,4642.84,3775.72,22310.52,34722.41,1687.58
STMN0294015492,0,151.17,151.17,0,0
STMN0294017092,800.4,3337.29,8419.49,0,0
STMN0294017992,0,196.28,228.97,371.59,0
STMN0294017999,666.85,1124.74,2815.03,0,0
STMN0294018636,233.4,955.29,2044.57,414.45,0
STMN0294019277,21105.83,14689.45,63715.77,5124.02,0
STMN0294413784,0,900.63,4462.61,153101.7,6799.2
STMN0301011428,46.94,396.43,469.84,0,0
STMN0301084302,289.07,772.38,2884.12,0,0
STMN0301085915,56.2,32,239.39,0,0
STMN0301409750,495.74,873.43,1298.16,0,0
STMN0301409753,33.01,91.44,113.04,0,0
STMN0301409767,611.81,580.44,1454.96,83070.32,0
STMN0301409774,88.48,506.29,1020.07,30141.59,0
STMN0301409775,2621.33,4259.4,15751.99,5412.76,156.22
STMN0301409780,204.32,123.89,404.91,0,0
STMN0301409803,10.95,188.06,224.31,0,0
STMN0301409982,480.43,436.74,916.02,0,0
STMN0301410058,0,169.73,181.16,0,0
STMN0301410066,1799,2354.27,6237.96,0,0
STMN0301410127,1053.4,1570.79,3053.71,0,0
STMN0301511172,118.27,770.85,978.55,0,0
STMN0302095481,26.66,319.81,2058.3,66214.04,12738.29
STMN0302408771,5244.13,1586.81,7428.24,0,0
STMN0302408772,64.95,489.58,1670.66,68916.93,26956.14
STMN0302408777,2159.14,724.04,3247.55,0,0
STMN0302408790,894.13,160.17,1044.75,0,0
STMN0302408793,1044.63,1450.37,2564.08,0,0
STMN0302408796,0,83.71,250.84,0,0
STMN0302408798,6558.88,4159.45,14319.72,0,0
STMN0302408835,174.96,2290.59,3112.87,544.82,0
STMN0302408869,1522.63,855.62,3530.67,0,0
STMN0302408881,4590.83,3294.03,15536.63,54275.53,5749.71
STMN0302408910,4228.31,3721.75,19031.75,0,0
STMN0302408915,3382.54,207.59,3761.15,0,0
STMN0302409028,49.31,192.49,274.64,356.71,0
STMN0302409044,650.18,1089.86,2537.56,1402.43,0
STMN0302409048,151.1,246.99,391.5,0,0
STMN0302409050,44.95,62.27,102.73,962.39,0
STMN0302409091,625.46,172.57,798.6,5447.96,0
STMN0302409174,2391.49,923.44,3908.14,318.13,0
STMN0303413548,63.48,519.14,582.41,0,0
STMN0303413553,55.01,701.19,750.86,34862.13,13484.48
STMN0303413565,51.02,423.75,634.9,0,0
STMN0303413567,10.33,118.43,121.06,0,0
STMN0303413615,2221.63,371.41,3461.4,3248.09,0.08
STMN0303413617,48.71,64.57,204.36,0,0
STMN0303507881,539.75,273.03,1654.21,160978.26,77034.85
STMN0304080585,602.67,313.4,1278,0,0
STMN0304080609,61.29,311.35,425.63,0,0
STMN0304083008,0.27,466.04,1060.9,540.22,0
STMN0304086866,42.07,119.77,165.34,0,0
STMN0304412520,366.12,501.63,1047.62,123074.77,37041.47
STMN0304412534,2944.04,3889.15,10473.04,1142739.38,103949.47
STMN0304412535,0,280.23,406.71,0,0
STMN0304412541,129.91,54,278.84,0,0
STMN0304412543,3210.32,1229.26,9203.04,880838.8,628955.74
STMN0304412554,52.25,0,1340.86,158912.2,68070.94
STMN0304412560,46.59,250.14,291.62,2854.33,0
STMN0304412567,944.21,359.35,1600.21,0,0
STMN0304412581,0,105.59,289.43,404.08,64.6
STMN0304412594,1211.98,208.24,1684.93,0,0
STMN0304412605,0,333.36,341.93,0,0
STMN0304412607,5.38,105.43,106.92,0,0
STMN0304412608,65.01,97.95,156.83,0,0
STMN0304412619,197.98,8.63,266.73,5.09,0
STMN0304412623,8.07,124.69,177.14,0,0
STMN0304412659,319.53,188.44,479.63,0,0
STMN0304412673,34.59,116.32,153.45,0,0
STMN0304412674,62.75,175.74,237.09,0,0
STMN0304412676,7.15,123.46,131.61,0,0
STMN0304412677,616.23,228.52,852.68,0,0
STMN0304412694,64.01,213.26,308.48,0,0
STMN0304412715,613.37,120.53,886.99,0,0
STMN0304412720,46.39,150.09,189.03,122.65,50.88
STMN0304412737,883.03,808.98,1720.01,86266.96,52388.23
STMN0304412741,1006.89,353.75,1334.54,340.49,0
STMN0304412745,69.7,231.84,297.89,2381.66,5.82
STMN0304412769,565.69,348.99,992.35,338.04,0
STMN0304412770,1815.89,2102.74,4283.54,0,0
STMN0304412821,54,155.79,202.92,0,0
STMN0304412824,6429.08,2261.14,9509.25,0,0
STMN0304412826,0,109.99,109.99,2393.25,12.42
STMN0304412905,5061.52,3613.98,11743.4,693774.22,73935.81
STMN0304412935,0,13.75,307.08,0,0
STMN0304412942,31.16,1392.1,2234.07,0,0
STMN0304412956,132.71,293.73,445.77,0,0
STMN0304413034,0,0,943.98,109686.36,37155.81
STMN0304413063,404.71,0,1009.31,178365.93,104.9
STMN0304413101,8.92,252.52,395.47,113047.06,0
STMN0304413106,1313.47,777.32,3215.03,202278.62,74.57
STMN0304507624,558.89,343.35,877.24,0,0
STMN0304511177,91.64,107.43,205.68,0,0
STMN0304511184,258.77,0,397.56,259.37,259.37
STMN0311082286,0,0,382.92,0,0
STMN0311084480,227.41,165.67,390.94,0,0
STMN0311408357,43.47,202.42,243.25,0,0
STMN0311408396,702.94,1021.62,1968.98,0,0
STMN0311408498,5315.22,6102.55,12151.51,8926.52,367.1
STMN0311408531,2962.85,147.02,3247.3,314567.24,9433.46
STMN0311408622,607.18,796.07,1548.77,0,0
STMN0311408651,2366.34,4425.69,7268.22,695.75,0
STMN0311408664,406.4,162.53,570.84,0,0
STMN0311408686,0,176.32,186.01,3100.91,0
STMN0311408690,6.82,84.43,95.56,0,0
STMN0311408697,613.04,1799.39,2857.25,139915.86,9195.99
STMN0311408740,684.27,978.32,1666.8,0,0
STMN0311408744,266.78,370.69,640.64,0,0
STMN0311408753,971.21,2868.22,5047.93,994.02,0
STMN0311507167,46.64,359.64,584.65,4679.26,0
STMN0311507514,162.81,1284.11,1507.48,0,0
STMN0311507529,26.01,227.71,274.8,0,0
STMN0312069474,1364.2,2153.09,4365.96,0,0
STMN0312408108,456.88,173.8,874.55,0,0
STMN0312408134,950.52,243.6,1347.11,0,0
STMN0312408146,851.62,557.42,2017.66,0,0
STMN0312408180,0,653.26,1007.33,0,0
STMN0312408188,0,441.81,890.2,0,0
STMN0312408232,677.72,498.93,1816.37,0,0
STMN0312408241,65.15,675.23,962.84,0,0
STMN0312408254,12.49,111.55,116.85,0,0
STMN0312408259,14.47,98.05,208.84,0,0
STMN0312408265,207.34,1013.3,1890.34,0,0
STMN0312408272,0,277.97,277.97,0,0
STMN0312408305,831.41,915.75,1745.78,0,0
STMN0312408306,135.64,145.74,431.54,0,0
STMN0312408314,45.18,834.44,1199.01,124822.67,5604.37
STMN0312408315,0,171.27,171.27,0,0
STMN0312408332,240.84,138.67,420.19,0,0
STMN0312408334,39.11,150.01,208.29,714.4,0
STMN0312408337,48.63,271.42,346.08,0,0
STMN0312507454,738.76,155.65,1547.94,0,0
STMN0313061052,5.76,148.87,179.84,0,0
STMN0313066722,523.59,318.18,856.19,1975.04,270.14
STMN0313072888,59.56,106.64,1510.47,0,0
STMN0313082281,92.66,554.09,893.83,0,0
STMN0313082394,347.14,598.73,1173.61,0,0
STMN0313411918,592.32,1113.4,1739.61,0,0
STMN0313411920,575.37,590.64,1405.48,0,0
STMN0313411923,415.44,1933.21,6928.67,3589.36,11.61
STMN0313412038,209.16,75.35,488.99,7546.62,831.67
STMN0313412045,292.69,132.64,475.83,742.97,0
STMN0313412054,48.69,108.28,207.95,486.78,0
STMN0313412056,862.45,287.89,1262.06,21735.89,1216.53
STMN0313412097,438.32,181.3,818.84,1052.22,0
STMN0313412103,50.15,138.42,374.83,891.48,0
STMN0313412254,12.95,25.02,31.58,0,0
STMN0313412263,168.54,0,270.09,0,0
STMN0313412275,134.66,0,388.32,0,0
STMN0313412280,896.97,2057.41,6079.31,146371.14,56927.8
STMN0313412293,0,149.26,325.21,12053.64,92.28
STMN0313412327,5.22,0,2106.73,363329.51,54393.48
STMN0313412367,7.81,823.93,869.69,0,0
STMN0313412371,260.22,425.9,1519.71,220214.69,25040.46
STMN0314065356,0,850.73,1353.39,21818.49,0
STMN0314082408,656.69,4.78,885.94,0,0
STMN0314092339,37.71,119.67,164.56,0,0
STMN0314411518,0,122.64,790.55,0,0
STMN0314411527,167.68,212.35,411.37,0,0
STMN0314411581,158.68,0.62,158.68,0,0
STMN0314411583,42.57,0,42.57,0,0
STMN0314411588,7.36,229.88,235.57,0,0
STMN0314411589,637.25,338.89,1746.35,0,0
STMN0314411601,351.99,598.06,1149.84,0,0
STMN0314411619,1081.45,1330.22,2936.66,311.64,0
STMN0314411683,891.32,245.58,1208.67,8875.54,102.43
STMN0314411697,466.21,390.39,1165.44,0,0
STMN0314411705,64.44,230.46,295.87,0,0
STMN0314411706,123.77,163.42,491.29,0,0
STMN0314411731,600.59,752.05,1681.94,463030.36,3025.35
STMN0314411739,2226.91,17.05,2478.1,167.63,0
STMN0314411742,7.48,128.06,197.92,16179.17,0
STMN0314411745,1459.16,996.33,4245.89,620.77,0
STMN0314411757,0,188.19,225.1,0,0
STMN0314411775,42.36,44.74,254.25,0,0
STMN0314411782,39.91,21.41,54.43,0,0
STMN0314411845,385.36,334.12,918.26,0,0
STMN0314411852,0,62.98,236.93,0,0
STMN0314411864,0,84.72,238.57,0,0
STMN0314411865,137.48,66.12,471.26,0,0
STMN0314411868,350.64,0,487.04,0,0
STMN0314411886,2574.88,1704.34,4962.48,12746.18,180.58
STMN0314411888,1367.27,106.61,1555,0,0
STMN0314507204,94.76,40.97,306.73,0,0
STMN0332022719,0,71.38,71.38,0,0
STMN0332024008,885.77,3373.05,12522.67,0,0
STMN0332024098,79.99,4884.7,16987.41,0,0
STMN0332025265,0,303.56,327.09,0,0
STMN0332025504,0,0,0,0,0
STMN0332025598,60.54,979.11,1119.86,55498.55,0
STMN0332025821,175.74,275.53,916.71,0,0
STMN0332025873,18.62,165.75,176.62,4966.77,0
STMN0332061795,0,0,0,0,0
STMN0332063445,0,431.73,1282.54,0,0
STMN0332064326,0,3.04,30.51,0,0
STMN0332065005,1681.16,132.78,3852.61,0,0
STMN0332065597,0,161.61,161.61,0,0
STMN0332085691,197.56,186.47,374.56,0,0
STMN0332085697,0,129.68,559.79,0,0
STMN0332091891,164.54,268.59,1069.08,0,0
STMN0334026026,6.1,116.07,157.63,1476.46,0
STMN0334026355,2.38,134.89,143.69,1752.78,0
STMN0334027145,2577.3,1324.49,6224,1066.61,0
STMN0334028015,1191.02,477.67,1725.24,395.25,0
STMN0334028291,0,444.49,1925.61,8585.43,1413.77
STMN0334028716,46.57,123.42,254.85,2246.36,0
STMN0334029135,180.87,201.73,416.42,2855.77,0
STMN0334029274,0,42.57,1712.45,2125.35,0
STMN0334029790,0,99.23,149.22,1086.83,0
STMN0334030173,2464.96,2564.17,6672.64,2574433.57,71903.81
STMN0334030371,0,219.56,2167.05,49238.51,1374.44
STMN0334055171,0,52.16,52.16,6394.92,504.08
STMN0334058485,544.34,262.81,3263.76,73092.1,166.72
STMN0334066528,1515.26,2505.48,11583.6,0,0
STMN0334086505,0,621.39,794.34,0,0
STMN0334090862,90.26,22.09,117.63,1031.75,0
STMN0334090915,975.64,236.02,1889.89,18044.02,1083.84
STMN0334505957,697.51,407.63,1169.61,0,0
STMN0334506192,0,309.18,2970.02,12194.54,1447.88
STMN0334518411,190.49,111.18,399.84,6665.37,575.54
STMN0341021284,0,0,285.78,0,0
STMN0341024849,0,3610.67,14559.64,0,0
STMN0342022659,367.72,131.66,535.92,724.08,64.14
STMN0342023351,40.5,41.08,233.82,0,0
STMN0342023710,13.87,55.41,145.03,0,0
STMN0342023877,202.86,364.09,844.73,0,0
STMN0342024002,434.64,169.72,816.5,0,0
STMN0342024118,2514.5,2390.94,7687.76,734333.8,118506.62
STMN0342024467,555.53,107.78,616.39,0,0
STMN0342024596,0,0,390.65,187024.57,105966.21
STMN0342024703,0,76.59,94.25,0,0
STMN0342024897,430.31,517.03,841.4,0,0
STMN0342024981,969.67,772.51,2085.17,0,0
STMN0342065575,0,6.38,674.27,0,0
STMN0342067119,950.3,1134.03,3975.35,404.9,0
STMN0342067146,1294.62,4373.8,6614.88,0,0
STMN0342086854,0,47.57,59.09,0,0
STMN0342516013,851.24,2723.28,7534.73,0,0
STMN0343026637,0,154.66,489.84,356.41,0
STMN0343026868,0,104.35,105.17,0,0
STMN0343026960,114.71,40.61,307.08,4734.74,103.34
STMN0343026971,59.96,473.31,559.88,0,0
STMN0343027073,72.25,44.69,107.38,1524.21,0
STMN0343027114,205.66,88.63,428.12,6089.43,0
STMN0343027304,0,376.88,768.64,65.72,0
STMN0343027642,0,2097.64,6570.07,0,0
STMN0343028425,16.63,1.19,308.4,0,0
STMN0343029491,241.35,421.27,620.63,0,0
STMN0343029534,61.1,538.75,1334.3,0,0
STMN0343029794,1120.03,172.57,2445.38,0,0
STMN0343030047,676.33,61.36,2155.34,6754.85,711.34
STMN0343030129,158.12,258.89,3514.11,0,0
STMN0343030307,3426.58,5925.29,20494.73,0,0
STMN0343081193,0,239.8,246.53,10210.06,5048.16
STMN0343081194,0,0,0,2996.96,507.13
STMN0343505951,259.32,216.43,2167.54,0,0
STMN0343506188,5.81,835.4,1668.46,16870.52,0
STMN0343516833,0,154.42,254.02,0,0
STMN0343516835,1211.01,1444.28,6175.49,0,0
STMN0343516869,54.69,113.58,611.39,0,0
STMN0343517087,0,316.76,807.26,0,0
STMN0343517104,11.9,731.87,990.91,0,0
STMN0343517124,24.92,252.22,5815.66,0,0
STMN0343517223,0,492.85,1347.85,0,0
STMN0343517352,182.92,11,1363.04,2655.95,1.18
STMN0343517399,0,159.26,257.34,0,0
STMN0343517537,0,0.3,636.11,0,0
STMN0344027172,210.02,460.32,2896.16,0,0
STMN0344027466,0,260.89,697.83,0,0
STMN0344027509,7.25,159.16,180.8,0,0
STMN0344027571,957.16,1906.86,3851.07,0,0
STMN0344027845,0,260.83,356.72,0,0
STMN0344027926,0,497.61,1428.03,0,0
STMN0344027943,0,7.48,108.68,0,0
STMN0344028088,0,524.37,1133.99,0,0
STMN0344028156,2235.62,2139.93,5421.26,0,0
STMN0344028508,2392.06,6048.94,9160.31,0,0
STMN0344029613,600.79,873.84,1459.98,0,0
STMN0344030073,282.77,405.24,693.13,0,0
STMN0344030654,69.03,34.22,189.56,0,0
STMN0344060946,0,165.22,1030.46,0,0
STMN0344091535,0,43.2,358.6,0,0
STMN0344094273,174.64,119.09,2202.31,0,0
STMN0344094301,864.24,10.35,864.4,0,0
STMN0344506063,926.19,325.09,1906.41,964.05,63.21
STMN0344516107,3727.82,11427.49,26316.55,0,0
STMN0344516114,0,28.17,28.74,0,0
STMN0344516168,0,21.73,21.73,0,0
STMN0351020702,1361.43,1003.03,2486.02,0,0
STMN0351020728,564.15,206.21,1195.49,0,0
STMN0351020811,174.01,78.75,285.05,0,0
STMN0351020826,654.36,593.46,1197.83,68948.93,0
STMN0351020843,89.7,287.76,397.41,430.57,108.72
STMN0351020875,79.29,161.45,328.27,0,0
STMN0351020899,210.64,117.92,339.04,0,0
STMN0351020921,94.92,83.3,179.8,0,0
STMN0351021061,0,174.79,312.53,8830.91,0
STMN0351021107,343.68,525.69,1060.52,0,0
STMN0351021129,199.2,839.15,1018.38,0,0
STMN0351021189,640.69,361.86,1248.89,95261.9,38407.58
STMN0351021298,0,120.91,130.25,160.48,0
STMN0351021385,0,326.28,326.28,396.75,0
STMN0351021456,319.71,1265.86,1560.53,176512.82,0
STMN0351021818,197.69,271.51,492.71,0,0
STMN0351021835,7.04,124.9,171.98,0,0
STMN0351021837,531.65,3635.96,4510.24,0,0
STMN0351021914,0,920.25,1710.5,186439.7,2305.96
STMN0351021924,932.41,2868.65,4305.44,0,0
STMN0351022101,0,24.15,59.47,6920.29,2619.11
STMN0351022111,0,149.91,168.57,0,0
STMN0351022188,0,7.49,420.58,105596.7,17796.79
STMN0351022254,0,118.7,315.32,35106.3,0
STMN0351022342,38.86,0,38.86,0,0
STMN0351022354,47.03,13.24,143.6,0,0
STMN0351022652,0,46.28,46.5,0,0
STMN0351022996,144.68,84.03,224.49,0,0
STMN0351023036,0,139.75,151.48,0,0
STMN0351023297,65.55,116.74,174.84,0,0
STMN0351023336,46.73,118.57,163.69,0,0
STMN0351023589,0,173.91,173.91,0,0
STMN0351023627,233.3,1806.24,3013.86,0,0
STMN0351023740,260.4,61.25,334.28,0,0
STMN0351023961,860.43,664.72,3311.88,0,0
STMN0351024246,261.16,136.66,370.59,0,0
STMN0351024312,502.77,166.32,751.74,0,0
STMN0351024319,3.74,119.7,127,0,0
STMN0351024495,12.58,139.04,149.08,0,0
STMN0351024508,965.39,322.11,1456.78,0,0
STMN0351024697,0,63.6,159.7,0,0
STMN0351024824,390.98,191.2,580.34,0,0
STMN0351024856,20.36,0,178.46,0,0
STMN0351024928,14.98,0,142.91,0,0
STMN0351025146,176.15,286.29,473.72,0,0
STMN0351025150,14.07,85.8,97.44,0,0
STMN0351025187,242.94,616.98,983.83,0,0
STMN0351025252,814.45,350.66,1286.28,0,0
STMN0351025338,12.39,45.89,156.07,0,0
STMN0351025663,37.51,169.43,189.74,0,0
STMN0351510293,1067.14,872.16,1920.16,0,0
STMN0351510298,316.51,1263.28,2498.23,4047.23,0
STMN0352021035,521.97,1303.16,1826.85,0,0
STMN0352021408,107.82,144.48,251.49,0,0
STMN0352021461,1367.79,1707.83,3439.69,0,0
STMN0352021717,46.17,168.67,218.86,0,0
STMN0352021789,1100,1172.78,2436.56,0,0
STMN0352022515,183,0,212.83,0,0
STMN0352022894,70.66,209.93,280.56,0,0
STMN0352023044,143.31,515.75,769.06,0,0
STMN0352023157,203.02,142.24,326.54,0,0
STMN0352023191,179.95,440.06,673.43,0,0
STMN0352023228,342.2,890.08,1201.84,0,0
STMN0352023285,2246.88,2232.92,4923.03,0,0
STMN0352023315,44.77,137.92,172.69,0,0
STMN0352023606,30.8,0,76.89,0,0
STMN0352023608,88.04,3.39,209.09,0,0
STMN0352023749,518.68,932.71,1433.04,0,0
STMN0352023791,0,22.2,44.59,0,0
STMN0352023969,55.14,15.12,81.28,0,0
STMN0352024052,855.77,742.47,1653.76,0,0
STMN0352024186,70.31,8.86,104.81,0,0
STMN0352024277,568.21,1364.97,2147.46,0,0
STMN0352024334,1175.62,480.37,1912.55,0,0
STMN0352024356,70.52,11.48,84.91,0,0
STMN0352025068,996.62,202.59,1831.63,17068.54,0
STMN0352025509,162.39,82.07,231.32,0,0
STMN0352062626,2620.17,1706.03,4569.71,0,0
STMN0352510276,659.35,1539.82,2378.32,0,0
STMN0353025918,377.75,84.48,476.41,0,0
STMN0353026168,785.26,2386.34,3228.16,0,0
STMN0353026380,71.78,318.28,407,0,0
STMN0353026471,484.7,781.01,1314.58,0,0
STMN0353026589,54.74,3.65,105.04,0,0
STMN0353026630,143.58,421.81,561.94,0,0
STMN0353026771,1064.69,1255.55,2457.59,0,0
STMN0353026853,538.6,197.52,850.91,13229.73,1784.85
STMN0353027147,1019.19,1621.35,2925.98,0,0
STMN0353027351,469.18,152.88,763.78,0,0
STMN0353027506,0,32.36,115.53,0,0
STMN0353027512,0,105.25,212.72,4004.06,0
STMN0353027572,0,115.8,115.8,0,0
STMN0353027726,650.31,1453.74,3155.16,0,0
STMN0353027792,244.8,1066.21,1342.35,29878.31,14432.08
STMN0353027850,0,118.65,142.09,0,0
STMN0353027899,371.81,259.01,551.73,0,0
STMN0353028021,31.93,94.43,136.21,0,0
STMN0353028212,0,151.05,266.38,0,0
STMN0353028259,13.7,109.58,115.94,0,0
STMN0353028332,0,0,38.01,0,0
STMN0353028364,0,85,85,0,0
STMN0353028387,7.65,69.49,134.59,0,0
STMN0353028449,339.95,116.4,616.81,0,0
STMN0353028487,407.37,43.93,448.21,0,0
STMN0353028491,353.02,57.81,434.39,0,0
STMN0353028500,0,118.13,139.96,0,0
STMN0353028568,0,329.9,331.32,0,0
STMN0353028595,891.66,179.42,967.68,0,0
STMN0353028600,0,1030.74,1096.46,0,0
STMN0353028700,82.02,346.77,429.22,0,0
STMN0353028852,0,221.86,277.01,0,0
STMN0353029001,105.13,523,904.87,0,0
