OBJECTID_1,STORMNET_I,Owner,Count_PerDA,Type_AS,Type_BR,Type_DP,Type_FB,Type_FM,Type_GR,Type_MB,Type_OS,Type_Other,Type_PL,Type_PP,Type_RF,Type_RT,Type_SF,Type_TF,Type_TR,Type_UG,Type_VF,Type_VS,Type_WL,Type_WS,Type_WP,Sum_DRAINAGE_AREA,Sum_TREATED_AREA,Shape_Length,Shape_Area,Pct_Treated,Area_AC
1,SMTN0764510879,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626.473951,268561.948,0,6.165358637
2,STML0154106825,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.6333101,17754.28048,0,0.407583827
3,STML0353001062,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289.333838,42571.27441,0,0.977305893
4,STML0353001063,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2787.080284,117475.1682,0,2.696869562
5,STML0353001064,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1794.826143,74919.12986,0,1.719913442
6,STML0353022833,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977.559527,98580.84014,0,2.263113739
7,STMN0022053187,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3752.268104,596444.8363,0,13.69254413
8,STMN0022066486,Loudoun County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3103.677058,413432.824,0,9.491149626
9,STMN0022066496,Loudoun County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107.886142,248994.5721,0,5.7161517
10,STMN0022066506,Loudoun County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125.892661,427488.7351,0,9.813830234
11,STMN0022503316,Unknown,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4337.968145,525926.748,0,12.0736651
12,STMN0024400394,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583.367082,112459.3094,0,2.581720828
13,STMN0024400398,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538.163451,277668.9606,0,6.374427716
14,STMN0024400403,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634.699859,365256.6854,0,8.385173241
15,STMN0024400412,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3045.497075,442603.3512,0,10.16081546
16,STMN0024400416,Private,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4376.620837,993994.2862,0,22.8190602
17,STMN0024400430,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605.266471,269650.1671,0,6.190340809
18,STMN0024400436,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4147.585794,418073.6288,0,9.597688271
19,STMN0024400449,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785.989328,113451.8524,0,2.60450657
20,STMN0024400463,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2799.401378,164585.1419,0,3.778370069
21,STMN0024400467,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370.36877,276831.6083,0,6.355204674
22,STMN0024400633,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499.374435,334392.8396,0,7.676634003
23,STMN0024400639,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4317.54098,904591.0268,0,20.76663557
24,STMN0024400651,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.57507,48213.99927,0,1.106845549
25,STMN0024400654,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703.9814732,16295.80496,0,0.374101702
26,STMN0024400656,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896.202453,120331.7038,0,2.762446859
27,STMN0024400662,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279.347247,64458.8612,0,1.479777756
28,STMN0024400666,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1662.200799,153567.993,0,3.525450121
29,STMN0024400668,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031.052434,217198.833,0,4.986219049
30,STMN0024400676,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3733.286671,562940.8126,0,12.9233945
31,STMN0024400692,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698.172844,218820.3838,0,5.023444882
32,STMN0024503333,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4359.533632,300913.7488,0,6.90805676
33,STMN0024503344,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4057.386194,558941.0164,0,12.83157145
34,STMN0033400302,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3965.588918,437104.579,0,10.03458052
35,STMN0033400303,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390.208889,68876.08091,0,1.581183572
36,STMN0033400304,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2861.773437,432548.0433,0,9.929976434
37,STMN0033400305,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214.715086,45661.67005,0,1.048251898
38,STMN0033400312,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3731.472874,565197.4802,0,12.97520067
39,STMN0033400323,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2836.017572,403300.6245,0,9.258545401
40,STMN0033400347,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503.763654,43596.99174,0,1.000853217
41,STMN0033400357,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264.257004,969710.0841,0,22.2615694
42,STMN0033400371,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022.790365,141229.3898,0,3.242193635
43,STMN0033400388,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915.1427287,31769.52831,0,0.729330932
44,STMN0033512108,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2579.568628,285690.892,0,6.558586656
45,STMN0034400205,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515.55111,73844.07224,0,1.695233416
46,STMN0034400214,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148.984449,34370.17438,0,0.789033789
47,STMN0034400215,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638.041818,126978.3783,0,2.915034118
48,STMN0034400219,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.7239737,49355.21088,0,1.133044268
49,STMN0034400224,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2336.242688,212047.2263,0,4.86795396
50,STMN0034400230,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2858.640887,282004.0113,0,6.473947183
51,STMN0034400236,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751.608218,62662.37591,0,1.438535963
52,STMN0034400241,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.966385,70306.11261,0,1.614012714
53,STMN0034400244,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198.929763,46967.85513,0,1.078237902
54,STMN0034400253,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.9054452,24791.57474,0,0.569138519
55,STMN0034400275,Private,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5428.800389,1343984.331,0,30.8537582
56,STMN0034400282,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.0557835,13071.13112,0,0.300073081
57,STMN0034400284,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.709493,53430.03045,0,1.226589627
58,STMN0034400286,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4318.511746,835850.1246,0,19.18855528
59,STMN0034510878,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683.924226,89447.56135,0,2.05344167
60,STMN0043063277,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375.013884,84051.158,0,1.9295568
61,STMN0043400104,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.1685451,12518.79018,0,0.287393027
62,STMN0043400125,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.800327,79905.99294,0,1.834396523
63,STMN0043400127,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.9998977,31824.17936,0,0.730585552
64,STMN0043400131,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259.653387,46741.74992,0,1.07304722
65,STMN0043400134,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190.533968,63630.69666,0,1.460765638
66,STMN0043400138,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2848.898866,307480.9528,0,7.058819621
67,STMN0043400144,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727.409445,47460.87656,0,1.089556162
68,STMN0043400153,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2809.782575,268187.8528,0,6.156770559
69,STMN0043400157,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854.177193,107866.1239,0,2.476275377
70,STMN0043400160,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430.402381,301677.6979,0,6.925594688
71,STMN0043400167,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304.897614,195261.299,0,4.482600551
72,STMN0043400172,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847.631501,160843.1448,0,3.692465294
73,STMN0043400175,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371.330467,30877.66891,0,0.708856575
74,STMN0043400177,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889.722666,67041.27772,0,1.539062119
75,STMN0043400180,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2715.91935,302000.4838,0,6.933004862
76,STMN0043400183,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2575.266489,322813.53,0,7.410808568
77,STMN0043400185,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808.242359,415736.5873,0,9.544036966
78,STMN0054053211,Private,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,4.417,3942.236921,514388.8964,37.40433585,11.80879141
79,STMN0054057441,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.612863,62031.8323,0,1.424060616
80,STMN0054057473,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829.73183,83474.91555,0,1.916328041
81,STMN0054400522,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341.627354,215224.7504,0,4.940900168
82,STMN0054400551,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.76,11.024,3863.528047,663639.8159,72.35905799,15.23513477
83,STMN0054400592,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4878.317746,759638.2703,0,17.43896485
84,STMN0054401960,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.99,0,10752.69155,2891078.637,0,66.37029848
85,STMN0054503478,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5769.674026,1328174.595,0,30.49081515
86,STMN0061401250,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519.051018,56907.45013,0,1.306420518
87,STMN0061401254,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253.546564,65935.21858,0,1.513670393
88,STMN0061401257,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932.56458,144093.1074,0,3.307935808
89,STMN0061401260,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146.393844,103974.7041,0,2.386940313
90,STMN0061401272,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313.159003,139053.1126,0,3.192232984
91,STMN0061401275,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780.100524,118292.5846,0,2.715634936
92,STMN0061401293,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895.603267,129516.9183,0,2.973311211
93,STMN0061401304,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3890.490049,476189.8172,0,10.93185771
94,STMN0061401306,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934.729904,181361.7941,0,4.163510549
95,STMN0061401320,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474.985897,321915.3555,0,7.390189237
96,STMN0061401326,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165.753234,190663.3816,0,4.37704647
97,STMN0061401328,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051.507741,106343.9772,0,2.441331555
98,STMN0061401339,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3732.20519,579019.8838,0,13.29252066
99,STMN0061401357,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518.291406,235512.0185,0,5.406633621
100,STMN0061401358,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325.894048,75910.16367,0,1.742664539
101,STMN0061503399,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515.686715,98537.4977,0,2.262118729
102,STMN0062055123,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802.848369,532951.2696,0,12.23492657
103,STMN0062055386,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.662114,71511.6417,0,1.641687965
104,STMN0062401116,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2386.467922,209177.3811,0,4.802071117
105,STMN0062401120,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.6319086,25449.29018,0,0.584237649
106,STMN0062401121,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2096.524102,83568.47519,0,1.918475883
107,STMN0062401149,FFX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18,0,3099.617186,414371.7539,0,9.512704577
108,STMN0062401158,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741.428463,127664.949,0,2.930795676
109,STMN0062401229,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886.647273,255734.3518,0,5.870876372
110,STMN0063054638,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.703016,36833.49774,0,0.845584139
111,STMN0063054640,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.4208566,2236.436002,0,0.051341711
112,STMN0063054713,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.4645294,16785.36662,0,0.385340536
113,STMN0063058977,VDOT,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57,5.09,2205.746871,265786.4475,83.42017255,6.101641659
114,STMN0063400479,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610.844741,380051.078,0,8.72480712
115,STMN0063400485,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240.709429,115505.1518,0,2.651644026
116,STMN0063400486,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3635.957958,497282.6699,0,11.41608492
117,STMN0063401590,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116.733846,185710.416,0,4.26334157
118,STMN0063401592,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370.363294,91385.37882,0,2.097928016
119,STMN0063401596,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2431.112577,82174.20484,0,1.886467712
120,STMN0063401602,FFX,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.11,0,2299.023275,279360.5298,0,6.413260957
121,STMN0063401614,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037.46719,202831.461,0,4.656388254
122,STMN0063401615,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.2639951,16208.48375,0,0.372097075
123,STMN0063401625,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5090.700923,1241561.935,0,28.50245412
124,STMN0063401626,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,2.203856,8869.352619,1597386.547,6.009790402,36.67109587
125,STMN0063401630,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2938.604025,242915.811,0,5.57660199
126,STMN0063401640,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089.585308,96391.24124,0,2.212847264
127,STMN0063401643,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214.860419,79198.319,0,1.8181505
128,STMN0063401672,VDOT,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146.064456,165823.4441,0,3.80679769
129,STMN0063401679,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,3012.203553,233214.0745,0,5.353879875
130,STMN0063401690,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3498.491955,277141.2932,0,6.36231409
131,STMN0063401691,FFX,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4573.646626,662820.8376,0,15.21633354
132,STMN0063401714,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683.985046,97285.72019,0,2.233381757
133,STMN0063401726,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,3152.751836,467502.4317,0,10.73242199
134,STMN0063401747,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401.239488,338433.878,0,7.769403851
135,STMN0063401748,FFX,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,1.066115,4548.903487,713792.8995,6.506058504,16.38649575
136,STMN0063401757,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955.081951,213949.471,0,4.911623664
137,STMN0063401777,FFX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.83,17.83,4133.979665,731232.3598,100,16.78685227
138,STMN0063401799,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2454.340861,205343.6216,0,4.714059757
139,STMN0063401803,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135.32091,187990.1396,0,4.315677034
140,STMN0063401833,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.51,0,12823.79669,3225637.796,0,74.05075065
141,STMN0063401840,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096.543591,463083.1643,0,10.63096916
142,STMN0063401874,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3575.536442,246105.2126,0,5.649820867
143,STMN0063401876,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2814.534521,162044.5682,0,3.720046291
144,STMN0063401878,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832.104977,113007.3913,0,2.594303108
145,STMN0063401897,VDOT,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5952.614317,966425.3659,0,22.18616234
146,STMN0063401919,FFX,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03,5.51,4763.873455,898125.9905,26.72393879,20.61821816
147,STMN0063401930,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977.228191,176075.1233,0,4.042144803
148,STMN0063401934,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712.94474,140718.4451,0,3.230463912
149,STMN0063503230,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570.55028,103854.455,0,2.384179762
150,STMN0063503428,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206.898776,39157.94558,0,0.898946332
151,STMN0063503466,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554.550828,222349.9364,0,5.104472586
152,STMN0064000018,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372.225758,199340.3251,0,4.576242481
153,STMN0064000066,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942.493554,333543.877,0,7.657144426
154,STMN0064000073,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,14.28,5413.926413,1256796.778,49.49362719,28.85219939
155,STMN0064000125,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708.6054751,22950.57798,0,0.52687488
156,STMN0064000130,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3779.734509,660582.5931,0,15.16495031
157,STMN0064000140,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278.548672,700051.9731,0,16.07104622
158,STMN0064000222,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2924.93941,428305.0379,0,9.832570044
159,STMN0064000245,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460.11689,406303.826,0,9.327489697
160,STMN0064000281,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822.838553,427381.198,0,9.811361513
161,STMN0064000334,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517.899986,95459.24134,0,2.191451405
162,STMN0064000389,FFX,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32.72,0.24,5431.052592,1295038.309,0.807262465,29.73010766
163,STMN0064000417,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.5962189,23835.5884,0,0.547192005
