OBJECTID_1,STORMNET_I,Owner,Count_PerDA,Type_AS,Type_BR,Type_DP,Type_FB,Type_FM,Type_GR,Type_MB,Type_OS,Type_Other,Type_PL,Type_PP,Type_RF,Type_RT,Type_SF,Type_TF,Type_TR,Type_UG,Type_VF,Type_VS,Type_WL,Type_WS,Type_WP,Sum_DRAINAGE_AREA,Sum_TREATED_AREA,Shape_Length,Shape_Area,Pct_Treated,Area_AC
5140,STMN0591429866,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4958.047328,1005831.048,0,23.09079595
5141,STMN0591429888,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.24385,266457.2054,0,6.117040204
5142,STMN0591429914,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306.965931,254626.1195,0,5.845434757
5143,STMN0591429942,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967.810894,84631.33548,0,1.942875895
5144,STMN0591429946,FFX,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,31.396,3.076,8927.177104,3722753.881,3.5992179,85.46301129
5145,STMN0591430060,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039.064354,184448.6753,0,4.234375874
5146,STMN0591430070,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545.891374,151312.8469,0,3.473678883
5147,STMN0591430102,FFX,7,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,14.08,9.25,7162.731575,1885264.843,21.37250847,43.27989863
5148,STMN0591430207,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.3135787,14173.40598,0,0.325377931
5149,STMN0591504432,FFX,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.01,0.06,4043.535898,611715.2039,0.42725594,14.04310493
5150,STMN0592059896,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449.887923,64455.49108,0,1.479700388
5151,STMN0592060092,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3486.366417,525520.0301,0,12.0643281
5152,STMN0592093339,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634.429272,161744.5136,0,3.713157955
5153,STMN0592095334,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4459.674602,705020.3283,0,16.18510442
5154,STMN0592429148,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2837.876192,333233.5265,0,7.650019731
5155,STMN0592429164,FFX,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,5.89,2.09,7830.74571,1719445.3,5.294732891,39.47319049
5156,STMN0592429165,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3190.359815,386578.0821,0,8.874647117
5157,STMN0592429170,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598.818986,297135.0991,0,6.821310552
5158,STMN0592429213,FFX,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53,7.857,6518.726609,2421593.54,14.13323687,55.59236057
5159,STMN0592429415,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002.582522,588602.937,0,13.51251817
5160,STMN0592429419,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888.4465464,37328.21445,0,0.856941317
5161,STMN0592429424,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518.598319,110621.3674,0,2.539527316
5162,STMN0592429426,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422.12716,86291.6786,0,1.980992281
5163,STMN0592429441,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5438.550567,778335.8307,0,17.86820349
5164,STMN0592429449,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310.188661,223269.3125,0,5.12557864
5165,STMN0592429454,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.3622914,6886.039959,0,0.158082358
5166,STMN0592429456,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.376577,144956.4288,0,3.327755018
5167,STMN0592429466,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554.57178,117210.7504,0,2.690799339
5168,STMN0592429504,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5978.532102,1836476.71,0,42.15987272
5169,STMN0592429506,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150.161103,128598.6629,0,2.952230884
5170,STMN0592429547,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5507.459601,1394240.676,0,32.00748973
5171,STMN0592429631,FFX,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.23,25.36,12805.65117,5238469.238,21.08778598,120.2591871
5172,STMN0592429705,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522.150088,934188.4847,0,21.44610242
5173,STMN0592429709,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070.03306,121087.126,0,2.779789034
5174,STMN0592429720,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499.73489,420500.9557,0,9.653412253
5175,STMN0592429728,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702.245415,262874.1429,0,6.034784078
5176,STMN0592505539,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559.011992,258632.0186,0,5.937397913
5177,STMN0593066457,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886.1306791,24403.86006,0,0.56023778
5178,STMN0593082165,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878.9767796,19746.88906,0,0.453328008
5179,STMN0593082211,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226.566164,107446.3498,0,2.46663865
5180,STMN0593086843,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380.466611,232515.5478,0,5.337843845
5181,STMN0593433622,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2939.864332,191351.8027,0,4.392850507
5182,STMN0593433627,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295.314883,43903.68126,0,1.007893868
5183,STMN0593433633,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.775694,2210.665072,0,0.05075009
5184,STMN0593433636,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3735.382786,337919.4997,0,7.757595302
5185,STMN0593433646,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4637.687825,510691.8733,0,11.7239191
5186,STMN0593433649,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675.727416,1069351.287,0,24.54902581
5187,STMN0593433650,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3501.4738,99359.23213,0,2.280983232
5188,STMN0593433656,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977.059246,148727.1169,0,3.414318452
5189,STMN0593433665,FFX,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9.28,6.243,10830.0373,5218278.13,5.211374048,119.7956612
5190,STMN0593433676,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4189.840056,373773.6933,0,8.580697623
5191,STMN0593433677,FFX,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.44,0.44,5096.562287,1162346.443,1.648933797,26.68390937
5192,STMN0593433680,VDOT,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.03,5.598016,5915.413086,1914806.276,12.73489672,43.95807932
5193,STMN0593433684,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083.50312,43911.8884,0,1.008082278
5194,STMN0593433698,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345.664167,396690.0808,0,9.106787593
5195,STMN0593433702,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941.2599871,32902.65403,0,0.755344023
5196,STMN0593433742,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2908.64858,360999.7247,0,8.287446481
5197,STMN0593433973,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237.639269,46453.14817,0,1.066421809
5198,STMN0593433983,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019.865542,412103.9674,0,9.460643154
5199,STMN0593433992,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953.488218,120168.1793,0,2.758692838
5200,STMN0593434002,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.412867,69617.40542,0,1.598202109
5201,STMN0593434006,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.3073174,4787.329834,0,0.10990241
5202,STMN0593434008,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293.813121,218836.2266,0,5.023808586
5203,STMN0593434020,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350.42736,619403.2683,0,14.21959931
5204,STMN0593434048,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793.577864,156589.8053,0,3.594821663
5205,STMN0593434050,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2751.589339,406054.5083,0,9.321766127
5206,STMN0593434051,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4018.344641,790954.4873,0,18.15788914
5207,STMN0593434055,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394.857094,73810.68278,0,1.694466897
5208,STMN0593434071,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.189948,41909.83059,0,0.962121172
5209,STMN0593434081,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.0871396,26896.82141,0,0.617468526
5210,STMN0593434094,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2585.123705,95723.74636,0,2.197523628
5211,STMN0593434095,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704.8990586,18611.56424,0,0.427264433
5212,STMN0593434133,Private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177.758602,61006.12919,0,1.400513618
5213,STMN0593434138,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.600285,13951.02802,0,0.320272815
5214,STMN0593434148,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2557.574174,88767.29331,0,2.037824802
5215,STMN0593434173,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896.781823,88447.10663,0,2.030474298
5216,STMN0593434188,Other Jurisdiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974.6497421,22263.15264,0,0.511093703
5217,STMN0593434199,Other Jurisdiction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.6,0,5425.240645,1162010.897,0,26.67620628
5218,STMN0593434308,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319.515435,125998.4655,0,2.892538327
5219,STMN0593434325,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2811.948888,279865.1508,0,6.424845507
5220,STMN0593504108,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903.961012,81722.19864,0,1.876091036
5221,STMN0593504152,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772.523164,89786.59114,0,2.061224754
5222,STMN0593504688,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3773.762201,553296.3031,0,12.70198614
5223,STMN0594083372,VDOT,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0.771,0.531,8368.684468,998557.9505,2.316367064,22.92382793
5224,STMN0594083813,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337.755483,293284.009,0,6.732901336
5225,STMN0594433203,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3815.836639,681443.3315,0,15.64384888
5226,STMN0594433209,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158.431248,39505.14908,0,0.906917059
5227,STMN0594433212,VDOT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.28,0.28,6198.243801,900130.1866,1.354998576,20.66422836
5228,STMN0594433217,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68,0,5954.695444,1387877.585,0,31.86141267
5229,STMN0594433220,VDOT,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.568,0.568,2540.955489,299549.8947,8.25971949,6.876746852
5230,STMN0594433234,VDOT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.41,0.41,2113.327418,255380.5129,6.993301234,5.862753316
5231,STMN0594433243,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.67,0,4270.910306,940230.7706,0,21.58481477
5232,STMN0594433245,FFX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.171,0.171,5851.082068,1097326.389,0.67880717,25.19124836
5233,STMN0594433246,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3724.596145,407265.0788,0,9.349557113
5234,STMN0594433251,FFX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.33,0.325,3720.441483,671595.6029,2.107956531,15.41777524
5235,STMN0594433252,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2382.092879,217366.964,0,4.990078822
5236,STMN0594433255,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760.316114,170118.0393,0,3.905388425
5237,STMN0594433261,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559.444157,69558.6655,0,1.596853621
5238,STMN0594433276,VDOT,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.553,0.293,13648.9082,2182094.065,0.584898202,50.09418719
5239,STMN0594433296,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2391.557379,253513.5507,0,5.81989359
5240,STMN0594433301,Private,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.94,0,1223.540749,75419.09191,0,1.731391037
5241,STMN0594433305,Private,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1,0,2089.465935,175212.6761,0,4.022345659
5242,STMN0594433307,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503.755898,35629.35374,0,0.817940685
5243,STMN0594433350,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140.792423,202051.5136,0,4.638483053
5244,STMN0594433373,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232.153281,72592.05749,0,1.666490998
5245,STMN0594433375,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.3520641,20270.19005,0,0.465341394
5246,STMN0594433377,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140.490048,33631.69183,0,0.772080495
5247,STMN0594433389,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579.876,105559.0249,0,2.423311458
5248,STMN0594433403,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.3299143,4105.089175,0,0.094240257
5249,STMN0594433408,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642.092297,368000.077,0,8.4481531
5250,STMN0594433420,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190.499324,48217.59693,0,1.106928141
5251,STMN0594433423,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986.2570507,39626.0116,0,0.909691692
5252,STMN0594433428,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205.537629,44974.40004,0,1.032474287
5253,STMN0594433429,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.450652,16135.45623,0,0.370420587
5254,STMN0594433446,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077.613867,33897.84579,0,0.778190573
5255,STMN0594433451,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668.854255,119198.6495,0,2.736435406
5256,STMN0594433452,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1885.945354,82833.65879,0,1.901606752
5257,STMN0594433465,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495.88515,110361.3391,0,2.533557864
5258,STMN0594433469,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740.960859,171161.201,0,3.929336217
5259,STMN0594433505,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154.01359,230849.4974,0,5.299596438
5260,STMN0594433524,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,3517.775145,391443.7871,0,8.98634878
5261,STMN0594433560,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310.455392,54690.31403,0,1.255521873
5262,STMN0594433566,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626.313819,108361.007,0,2.487636374
5263,STMN0594433572,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267.139711,223358.1832,0,5.127618838
5264,STMN0594433579,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892.579274,190962.0717,0,4.383903479
5265,STMN0594433587,FFX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11,0.11,1787.242431,179258.5315,2.67300016,4.115226092
5266,STMN0594433590,VDOT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18,0.18,3177.16426,495401.5539,1.582709738,11.37290026
5267,STMN0594504102,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067.358216,44052.18264,0,1.011303004
5268,STMN0594504652,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592.330442,93171.95956,0,2.13894243
5269,STMN0601070002,FFX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,3.52,1953.427891,109809.551,100,2.520890501
5270,STMN0601084336,FFX,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.68,0.68,14754.05564,6794709.809,0.435937404,155.9856976
5271,STMN0601428588,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10393.43263,3420923.664,0,78.53391524
5272,STMN0601428602,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6896.950589,1684888.14,0,38.67986409
5273,STMN0601428604,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241.164432,167967.1467,0,3.856010527
5274,STMN0601428616,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2912.993641,359472.0132,0,8.25237491
5275,STMN0601428618,FFX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11,0.11,2798.675218,284199.0231,1.685994829,6.524337922
5276,STMN0601428619,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8168.005169,2342277.665,0,53.77151135
5277,STMN0601428620,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975.4117872,56481.85533,0,1.296650167
5278,STMN0601428629,FFX,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41.32,2.979,7031.892034,1854043.9,6.99901016,42.56316153
5279,STMN0601428632,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2317.541674,206708.1752,0,4.745385722
5280,STMN0601428636,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3332.008344,485191.5729,0,11.13851041
5281,STMN0601428660,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688.61513,99195.22552,0,2.277218143
5282,STMN0601428667,VDOT/FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4254.713624,384888.3538,0,8.835856137
5283,STMN0601428668,VDOT/FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.1680597,2762.917466,0,0.063428111
5284,STMN0601428673,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1905.256287,113544.1193,0,2.606624735
5285,STMN0601428681,VDOT/FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4402.123451,458783.6923,0,10.53226647
5286,STMN0601428690,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029.90122,170069.0972,0,3.904264864
5287,STMN0601428691,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613.07165,132988.1374,0,3.052999756
5288,STMN0601428719,VDOT/FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7182.908825,818428.2664,0,18.78860285
5289,STMN0601428761,VDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.870158,193449.3286,0,4.44100327
5290,STMN0601428851,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798.768476,103677.9315,0,2.380127323
5291,STMN0601428856,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503.015992,51799.89746,0,1.189166774
5292,STMN0601428861,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125.360783,203568.046,0,4.673297985
5293,STMN0601428867,FFX,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0.987052,5172.897094,1148671.386,3.743090815,26.36997201
5294,STMN0601428934,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3246.26871,220507.8728,0,5.062184454
5295,STMN0601428937,VDOT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.036,0.036,2837.726795,192099.5341,0.816323545,4.410016127
5296,STMN0601428941,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577.804042,147143.0806,0,3.377953838
5297,STMN0601428949,VDOT/FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3073.457139,451886.7377,0,10.37393355
5298,STMN0601428968,FFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3777.448648,596020.5872,0,13.68280467
